outer_subject,meta_subject,recording_id,method,seed,true_label,p0,p1
1,4,stroop:s04:r3,always_nn,1335,1,0.0833062532581095,0.9166937467418904
1,4,stroop:s04:r0,always_fuse,1388,0,0.5800166769840238,0.4199833230159761
1,4,stroop:s04:r0,always_nn,1388,0,0.9381197714661872,0.0618802285338126
1,4,stroop:s04:r1,always_fuse,1388,0,0.448537274310986,0.551462725689014
1,4,stroop:s04:r1,always_nn,1388,0,0.4369963223018304,0.5630036776981695
1,4,stroop:s04:r2,always_fuse,1388,1,0.4215645636578857,0.5784354363421143
1,4,stroop:s04:r2,always_nn,1388,1,0.1761890434477155,0.8238109565522845
1,4,stroop:s04:r3,always_fuse,1388,1,0.401335096427724,0.598664903572276
1,4,stroop:s04:r3,always_nn,1388,1,0.1243700643484716,0.8756299356515285
1,4,stroop:s04:r0,always_fuse,1441,0,0.571248347712457,0.4287516522875429
1,4,stroop:s04:r0,always_nn,1441,0,0.9223581017813122,0.0776418982186877
1,4,stroop:s04:r1,always_fuse,1441,0,0.4501499850054277,0.5498500149945722
1,4,stroop:s04:r1,always_nn,1441,0,0.4287471628908159,0.5712528371091842
1,4,stroop:s04:r2,always_fuse,1441,1,0.415046854162973,0.584953145837027
1,4,stroop:s04:r2,always_nn,1441,1,0.1440212112888989,0.8559787887111011
1,4,stroop:s04:r3,always_fuse,1441,1,0.3903971173457619,0.6096028826542381
1,4,stroop:s04:r3,always_nn,1441,1,0.0679231208646435,0.9320768791353564
1,4,stroop:s04:r0,always_fuse,1494,0,0.6780319268091505,0.3219680731908496
1,4,stroop:s04:r0,always_nn,1494,0,0.9990416272415702,0.0009583727584298
1,4,stroop:s04:r1,always_fuse,1494,0,0.4915304925824758,0.5084695074175243
1,4,stroop:s04:r1,always_nn,1494,0,0.6898071914533285,0.3101928085466716
1,4,stroop:s04:r2,always_fuse,1494,1,0.4945668352947195,0.5054331647052805
1,4,stroop:s04:r2,always_nn,1494,1,0.5586488496454732,0.4413511503545267
1,4,stroop:s04:r3,always_fuse,1494,1,0.4601188595732075,0.5398811404267926
1,4,stroop:s04:r3,always_nn,1494,1,0.3122332143337177,0.6877667856662822
1,4,stroop:s04:r0,always_fuse,1547,0,0.5387448757212343,0.4612551242787657
1,4,stroop:s04:r0,always_nn,1547,0,0.7881224661174889,0.2118775338825112
1,4,stroop:s04:r1,always_fuse,1547,0,0.4283607196277098,0.5716392803722902
1,4,stroop:s04:r1,always_nn,1547,0,0.2715852498912871,0.7284147501087129
1,4,stroop:s04:r2,always_fuse,1547,1,0.3943256169455484,0.6056743830544516
1,4,stroop:s04:r2,always_nn,1547,1,0.0906143646267371,0.9093856353732628
1,4,stroop:s04:r3,always_fuse,1547,1,0.3691843532382052,0.6308156467617948
1,4,stroop:s04:r3,always_nn,1547,1,0.0406380861425786,0.9593619138574212
1,5,stroop:s05:r0,always_fuse,1335,0,0.8868410275034208,0.1131589724965792
1,5,stroop:s05:r0,always_nn,1335,0,0.999999999216174,7.838261058377042e-10
1,5,stroop:s05:r1,always_fuse,1335,0,0.4487425518027768,0.5512574481972232
1,5,stroop:s05:r1,always_nn,1335,0,0.2983636404806815,0.7016363595193185
1,5,stroop:s05:r2,always_fuse,1335,1,0.3437835568307604,0.6562164431692395
1,5,stroop:s05:r2,always_nn,1335,1,0.0132810971799863,0.9867189028200136
1,5,stroop:s05:r3,always_fuse,1335,1,0.3570744704622375,0.6429255295377624
1,5,stroop:s05:r3,always_nn,1335,1,0.0142042971730857,0.9857957028269142
1,5,stroop:s05:r0,always_fuse,1388,0,0.8826901735794958,0.1173098264205041
1,5,stroop:s05:r0,always_nn,1388,0,0.999999994911576,5.088423927686629e-09
1,5,stroop:s05:r1,always_fuse,1388,0,0.4613996877700857,0.5386003122299143
1,5,stroop:s05:r1,always_nn,1388,0,0.5541393928593494,0.4458606071406506
1,5,stroop:s05:r2,always_fuse,1388,1,0.3696303519925475,0.6303696480074524
1,5,stroop:s05:r2,always_nn,1388,1,0.081912322009409,0.918087677990591
1,5,stroop:s05:r3,always_fuse,1388,1,0.4213430307582412,0.5786569692417589
1,5,stroop:s05:r3,always_nn,1388,1,0.1326597195438828,0.8673402804561171
1,5,stroop:s05:r0,always_fuse,1441,0,0.8663751520025477,0.1336248479974523
1,5,stroop:s05:r0,always_nn,1441,0,0.9999999958745054,4.125494668668293e-09
1,5,stroop:s05:r1,always_fuse,1441,0,0.4815371696282606,0.5184628303717393
1,5,stroop:s05:r1,always_nn,1441,0,0.5503514874817679,0.4496485125182321
1,5,stroop:s05:r2,always_fuse,1441,1,0.4387510586498053,0.5612489413501947
1,5,stroop:s05:r2,always_nn,1441,1,0.1698224955227651,0.8301775044772348
1,5,stroop:s05:r3,always_fuse,1441,1,0.483430527748682,0.5165694722513179
1,5,stroop:s05:r3,always_nn,1441,1,0.3232255341160326,0.6767744658839675
1,5,stroop:s05:r0,always_fuse,1494,0,0.8385140351620193,0.1614859648379808
1,5,stroop:s05:r0,always_nn,1494,0,0.9999999741306428,2.5869357115225157e-08
1,5,stroop:s05:r1,always_fuse,1494,0,0.4815739728147762,0.5184260271852237
1,5,stroop:s05:r1,always_nn,1494,0,0.5243614037939821,0.4756385962060178
1,5,stroop:s05:r2,always_fuse,1494,1,0.3813328786735995,0.6186671213264004
1,5,stroop:s05:r2,always_nn,1494,1,0.0231121131923143,0.9768878868076858
1,5,stroop:s05:r3,always_fuse,1494,1,0.4576019606716894,0.5423980393283105
1,5,stroop:s05:r3,always_nn,1494,1,0.1273551490023216,0.8726448509976783
1,5,stroop:s05:r0,always_fuse,1547,0,0.8685556475900281,0.1314443524099718
1,5,stroop:s05:r0,always_nn,1547,0,0.999999998574322,1.4256780149348814e-09
1,5,stroop:s05:r1,always_fuse,1547,0,0.5206319196751347,0.4793680803248653
1,5,stroop:s05:r1,always_nn,1547,0,0.7731634198495507,0.2268365801504494
1,5,stroop:s05:r2,always_fuse,1547,1,0.4589533163799884,0.5410466836200115
1,5,stroop:s05:r2,always_nn,1547,1,0.2416632525200539,0.7583367474799461
1,5,stroop:s05:r3,always_fuse,1547,1,0.4839654622759375,0.5160345377240624
1,5,stroop:s05:r3,always_nn,1547,1,0.2933799044847938,0.7066200955152062
1,6,stroop:s06:r0,always_fuse,1335,0,0.5453537667290163,0.4546462332709838
1,6,stroop:s06:r0,always_nn,1335,0,0.9487045660922794,0.0512954339077206
1,6,stroop:s06:r1,always_fuse,1335,0,0.5170197520622852,0.4829802479377146
1,6,stroop:s06:r1,always_nn,1335,0,0.8863119370740541,0.1136880629259459
1,6,stroop:s06:r2,always_fuse,1335,1,0.3567506648681856,0.6432493351318144
1,6,stroop:s06:r2,always_nn,1335,1,0.3416479111292971,0.6583520888707028
1,6,stroop:s06:r3,always_fuse,1335,1,0.4103491032119363,0.5896508967880637
1,6,stroop:s06:r3,always_nn,1335,1,0.4389572066837968,0.5610427933162033
1,6,stroop:s06:r0,always_fuse,1388,0,0.4094960245069546,0.5905039754930453
1,6,stroop:s06:r0,always_nn,1388,0,0.469267200736424,0.5307327992635759
1,6,stroop:s06:r1,always_fuse,1388,0,0.4758983966150565,0.5241016033849435
1,6,stroop:s06:r1,always_nn,1388,0,0.7948730504559542,0.2051269495440458
1,6,stroop:s06:r2,always_fuse,1388,1,0.4632003751090279,0.5367996248909721
1,6,stroop:s06:r2,always_nn,1388,1,0.5577976551590741,0.4422023448409259
1,6,stroop:s06:r3,always_fuse,1388,1,0.4055525945996769,0.5944474054003231
1,6,stroop:s06:r3,always_nn,1388,1,0.5657075046647648,0.4342924953352352
1,6,stroop:s06:r0,always_fuse,1441,0,0.3969154736920322,0.6030845263079678
1,6,stroop:s06:r0,always_nn,1441,0,0.5100423114048932,0.4899576885951068
1,6,stroop:s06:r1,always_fuse,1441,0,0.457829012600434,0.5421709873995658
1,6,stroop:s06:r1,always_nn,1441,0,0.7673405181233308,0.2326594818766691
1,6,stroop:s06:r2,always_fuse,1441,1,0.4947387148464227,0.5052612851535773
1,6,stroop:s06:r2,always_nn,1441,1,0.8029456933408042,0.1970543066591956
1,6,stroop:s06:r3,always_fuse,1441,1,0.3921384439232022,0.6078615560767978
1,6,stroop:s06:r3,always_nn,1441,1,0.5751482068541928,0.4248517931458072
1,6,stroop:s06:r0,always_fuse,1494,0,0.4063565930457512,0.5936434069542488
1,6,stroop:s06:r0,always_nn,1494,0,0.5734463460004777,0.4265536539995222
1,6,stroop:s06:r1,always_fuse,1494,0,0.5205492468201812,0.4794507531798188
1,6,stroop:s06:r1,always_nn,1494,0,0.9593201379743598,0.0406798620256401
1,6,stroop:s06:r2,always_fuse,1494,1,0.3839243408567357,0.6160756591432643
1,6,stroop:s06:r2,always_nn,1494,1,0.1155034306913655,0.8844965693086344
1,6,stroop:s06:r3,always_fuse,1494,1,0.355394784994641,0.644605215005359
1,6,stroop:s06:r3,always_nn,1494,1,0.2441686642611003,0.7558313357388996
1,6,stroop:s06:r0,always_fuse,1547,0,0.4119792458341141,0.588020754165886
1,6,stroop:s06:r0,always_nn,1547,0,0.4309661846846603,0.5690338153153398
1,6,stroop:s06:r1,always_fuse,1547,0,0.4702672949233111,0.529732705076689
1,6,stroop:s06:r1,always_nn,1547,0,0.7744441044806925,0.2255558955193076
1,6,stroop:s06:r2,always_fuse,1547,1,0.3895995926631306,0.6104004073368693
1,6,stroop:s06:r2,always_nn,1547,1,0.0813776071022697,0.9186223928977302
1,6,stroop:s06:r3,always_fuse,1547,1,0.3762209867554631,0.6237790132445369
1,6,stroop:s06:r3,always_nn,1547,1,0.3168555974309452,0.6831444025690548
1,7,stroop:s07:r0,always_fuse,1335,0,0.8194508019445861,0.1805491980554138
1,7,stroop:s07:r0,always_nn,1335,0,0.9998771374282716,0.0001228625717284
1,7,stroop:s07:r1,always_fuse,1335,0,0.4912990753290822,0.5087009246709178
1,7,stroop:s07:r1,always_nn,1335,0,0.576138968331863,0.4238610316681371
1,7,stroop:s07:r2,always_fuse,1335,1,0.4550516720982265,0.5449483279017735
1,7,stroop:s07:r2,always_nn,1335,1,0.395685251393623,0.604314748606377
1,7,stroop:s07:r3,always_fuse,1335,1,0.4400550601976194,0.5599449398023806
1,7,stroop:s07:r3,always_nn,1335,1,0.2792229806478683,0.7207770193521317
1,7,stroop:s07:r0,always_fuse,1388,0,0.8405010105553031,0.1594989894446968
1,7,stroop:s07:r0,always_nn,1388,0,0.99999291643577,7.083564230049517e-06
1,7,stroop:s07:r1,always_fuse,1388,0,0.5130896797513089,0.4869103202486911
1,7,stroop:s07:r1,always_nn,1388,0,0.7404589428145371,0.2595410571854629
1,7,stroop:s07:r2,always_fuse,1388,1,0.4583381686674827,0.5416618313325172
1,7,stroop:s07:r2,always_nn,1388,1,0.4038805209167406,0.5961194790832592
1,7,stroop:s07:r3,always_fuse,1388,1,0.4723561202142172,0.5276438797857828
1,7,stroop:s07:r3,always_nn,1388,1,0.5036392710985425,0.4963607289014576
1,7,stroop:s07:r0,always_fuse,1441,0,0.7181792141831653,0.2818207858168346
1,7,stroop:s07:r0,always_nn,1441,0,0.9951393747589916,0.0048606252410082
1,7,stroop:s07:r1,always_fuse,1441,0,0.503922443861887,0.496077556138113
1,7,stroop:s07:r1,always_nn,1441,0,0.7324783966553948,0.2675216033446051
1,7,stroop:s07:r2,always_fuse,1441,1,0.4765532781892537,0.5234467218107464
1,7,stroop:s07:r2,always_nn,1441,1,0.6213066420235757,0.3786933579764243
1,7,stroop:s07:r3,always_fuse,1441,1,0.4753481740284397,0.5246518259715602
1,7,stroop:s07:r3,always_nn,1441,1,0.5882202400172061,0.4117797599827939
1,7,stroop:s07:r0,always_fuse,1494,0,0.7140781154553026,0.2859218845446973
1,7,stroop:s07:r0,always_nn,1494,0,0.9944258104149782,0.0055741895850217
1,7,stroop:s07:r1,always_fuse,1494,0,0.4768474686301203,0.5231525313698797
1,7,stroop:s07:r1,always_nn,1494,0,0.5242438753641946,0.4757561246358054
1,7,stroop:s07:r2,always_fuse,1494,1,0.4609921526683473,0.5390078473316526
1,7,stroop:s07:r2,always_nn,1494,1,0.4628621406810905,0.5371378593189096
1,7,stroop:s07:r3,always_fuse,1494,1,0.4513697403348435,0.5486302596651565
1,7,stroop:s07:r3,always_nn,1494,1,0.3667204420372464,0.6332795579627536
1,7,stroop:s07:r0,always_fuse,1547,0,0.8027990012834214,0.1972009987165785
1,7,stroop:s07:r0,always_nn,1547,0,0.999948818959124,5.118104087593644e-05
1,7,stroop:s07:r1,always_fuse,1547,0,0.4567359476738681,0.543264052326132
1,7,stroop:s07:r1,always_nn,1547,0,0.3842566653810572,0.6157433346189428
1,7,stroop:s07:r2,always_fuse,1547,1,0.4360557133391819,0.5639442866608182
1,7,stroop:s07:r2,always_nn,1547,1,0.2917951615148558,0.7082048384851442
1,7,stroop:s07:r3,always_fuse,1547,1,0.4178278764119082,0.5821721235880918
1,7,stroop:s07:r3,always_nn,1547,1,0.1828278422107665,0.8171721577892335
1,8,stroop:s08:r0,always_fuse,1335,0,0.7484180893683305,0.2515819106316694
1,8,stroop:s08:r0,always_nn,1335,0,0.9998156095905932,0.0001843904094069
1,8,stroop:s08:r1,always_fuse,1335,0,0.5126467153859404,0.4873532846140596
1,8,stroop:s08:r1,always_nn,1335,0,0.7747453617567701,0.2252546382432298
1,8,stroop:s08:r2,always_fuse,1335,1,0.394923036275888,0.6050769637241119
1,8,stroop:s08:r2,always_nn,1335,1,0.1284437312213606,0.8715562687786392
1,8,stroop:s08:r3,always_fuse,1335,1,0.3050228741118272,0.6949771258881727
1,8,stroop:s08:r3,always_nn,1335,1,0.0125780908342328,0.9874219091657672
1,8,stroop:s08:r0,always_fuse,1388,0,0.716536517341597,0.2834634826584031
1,8,stroop:s08:r0,always_nn,1388,0,0.9993549154198508,0.0006450845801491
1,8,stroop:s08:r1,always_fuse,1388,0,0.5778969738359689,0.4221030261640311
1,8,stroop:s08:r1,always_nn,1388,0,0.9638977814958196,0.0361022185041803
1,8,stroop:s08:r2,always_fuse,1388,1,0.4300011697556279,0.5699988302443721
1,8,stroop:s08:r2,always_nn,1388,1,0.3203456306917456,0.6796543693082544
1,8,stroop:s08:r3,always_fuse,1388,1,0.3237850062094338,0.6762149937905663
1,8,stroop:s08:r3,always_nn,1388,1,0.0244199709467121,0.975580029053288
1,8,stroop:s08:r0,always_fuse,1441,0,0.641371073130005,0.358628926869995
1,8,stroop:s08:r0,always_nn,1441,0,0.995474512767616,0.0045254872323841
1,8,stroop:s08:r1,always_fuse,1441,0,0.4966758314192002,0.5033241685807998
1,8,stroop:s08:r1,always_nn,1441,0,0.753122129733446,0.2468778702665539
1,8,stroop:s08:r2,always_fuse,1441,1,0.4177600584725201,0.5822399415274799
1,8,stroop:s08:r2,always_nn,1441,1,0.2319527111305193,0.7680472888694806
1,8,stroop:s08:r3,always_fuse,1441,1,0.3417102614299129,0.6582897385700871
1,8,stroop:s08:r3,always_nn,1441,1,0.0304837343283944,0.9695162656716056
1,8,stroop:s08:r0,always_fuse,1494,0,0.6476887685744519,0.352311231425548
1,8,stroop:s08:r0,always_nn,1494,0,0.998428433152892,0.001571566847108
1,8,stroop:s08:r1,always_fuse,1494,0,0.5277236887134487,0.4722763112865514
1,8,stroop:s08:r1,always_nn,1494,0,0.9007701688874,0.0992298311126
1,8,stroop:s08:r2,always_fuse,1494,1,0.4417381035581668,0.5582618964418331
1,8,stroop:s08:r2,always_nn,1494,1,0.3460765912755268,0.6539234087244732
1,8,stroop:s08:r3,always_fuse,1494,1,0.3798880016242451,0.6201119983757549
1,8,stroop:s08:r3,always_nn,1494,1,0.0815253888052734,0.9184746111947266
1,8,stroop:s08:r0,always_fuse,1547,0,0.7400817181070761,0.2599182818929237
1,8,stroop:s08:r0,always_nn,1547,0,0.9999098003706504,9.01996293496167e-05
1,8,stroop:s08:r1,always_fuse,1547,0,0.5460148605442197,0.4539851394557803
1,8,stroop:s08:r1,always_nn,1547,0,0.9122718880872996,0.0877281119127003
1,8,stroop:s08:r2,always_fuse,1547,1,0.3799684905280851,0.6200315094719149
1,8,stroop:s08:r2,always_nn,1547,1,0.0888951087183083,0.9111048912816916
1,8,stroop:s08:r3,always_fuse,1547,1,0.2943046036535716,0.7056953963464284
1,8,stroop:s08:r3,always_nn,1547,1,0.006472182776561,0.993527817223439
1,9,stroop:s09:r0,always_fuse,1335,0,0.8990657160861827,0.1009342839138173
1,9,stroop:s09:r0,always_nn,1335,0,0.9999999583489804,4.1651019655920526e-08
1,9,stroop:s09:r1,always_fuse,1335,0,0.4847123368496281,0.5152876631503719
1,9,stroop:s09:r1,always_nn,1335,0,0.4069132187306318,0.5930867812693682
1,9,stroop:s09:r2,always_fuse,1335,1,0.3516569672276482,0.6483430327723518
1,9,stroop:s09:r2,always_nn,1335,1,0.0221957955807085,0.9778042044192916
1,9,stroop:s09:r3,always_fuse,1335,1,0.3958660452610101,0.6041339547389898
1,9,stroop:s09:r3,always_nn,1335,1,0.0651393789368002,0.9348606210631996
1,9,stroop:s09:r0,always_fuse,1388,0,0.8751699733054931,0.1248300266945069
1,9,stroop:s09:r0,always_nn,1388,0,0.999995497481827,4.502518172909616e-06
1,9,stroop:s09:r1,always_fuse,1388,0,0.5404239204772339,0.4595760795227661
1,9,stroop:s09:r1,always_nn,1388,0,0.7409276751238796,0.2590723248761205
1,9,stroop:s09:r2,always_fuse,1388,1,0.4499225491805869,0.5500774508194131
1,9,stroop:s09:r2,always_nn,1388,1,0.2301720205097544,0.7698279794902456
1,9,stroop:s09:r3,always_fuse,1388,1,0.5067383230204618,0.4932616769795381
1,9,stroop:s09:r3,always_nn,1388,1,0.5828731579347545,0.4171268420652455
1,9,stroop:s09:r0,always_fuse,1441,0,0.8579393391828125,0.1420606608171874
1,9,stroop:s09:r0,always_nn,1441,0,0.999985878218944,1.4121781055934722e-05
1,9,stroop:s09:r1,always_fuse,1441,0,0.4729696364803794,0.5270303635196206
1,9,stroop:s09:r1,always_nn,1441,0,0.2313507588298947,0.7686492411701052
1,9,stroop:s09:r2,always_fuse,1441,1,0.4160248249459761,0.5839751750540239
1,9,stroop:s09:r2,always_nn,1441,1,0.0767787063006087,0.9232212936993912
1,9,stroop:s09:r3,always_fuse,1441,1,0.4700728779044973,0.5299271220955026
1,9,stroop:s09:r3,always_nn,1441,1,0.2938850889596068,0.7061149110403933
1,9,stroop:s09:r0,always_fuse,1494,0,0.7471525843826506,0.2528474156173493
1,9,stroop:s09:r0,always_nn,1494,0,0.9977717915145062,0.0022282084854938
1,9,stroop:s09:r1,always_fuse,1494,0,0.472017671061111,0.527982328938889
1,9,stroop:s09:r1,always_nn,1494,0,0.2746989233041184,0.7253010766958816
1,9,stroop:s09:r2,always_fuse,1494,1,0.4479582163272328,0.5520417836727671
1,9,stroop:s09:r2,always_nn,1494,1,0.223070858225831,0.7769291417741689
1,9,stroop:s09:r3,always_fuse,1494,1,0.4818237490117683,0.5181762509882317
1,9,stroop:s09:r3,always_nn,1494,1,0.4354465883663054,0.5645534116336947
1,9,stroop:s09:r0,always_fuse,1547,0,0.8964351759246981,0.1035648240753019
1,9,stroop:s09:r0,always_nn,1547,0,0.9999999998813178,1.1868224342456912e-10
1,9,stroop:s09:r1,always_fuse,1547,0,0.6081322872409958,0.3918677127590043
1,9,stroop:s09:r1,always_nn,1547,0,0.964235026201335,0.035764973798665
1,9,stroop:s09:r2,always_fuse,1547,1,0.4245225416074881,0.5754774583925119
1,9,stroop:s09:r2,always_nn,1547,1,0.0751094430404853,0.9248905569595148
1,9,stroop:s09:r3,always_fuse,1547,1,0.5118839367567986,0.4881160632432015
1,9,stroop:s09:r3,always_nn,1547,1,0.5388100285074017,0.4611899714925984
1,10,stroop:s10:r0,always_fuse,1335,0,0.6593738353169614,0.3406261646830386
1,10,stroop:s10:r0,always_nn,1335,0,0.9822151425070916,0.0177848574929083
1,10,stroop:s10:r1,always_fuse,1335,0,0.4782440028785512,0.5217559971214488
1,10,stroop:s10:r1,always_nn,1335,0,0.4921815000354297,0.5078184999645703
1,10,stroop:s10:r2,always_fuse,1335,1,0.4787324705159719,0.5212675294840281
1,10,stroop:s10:r2,always_nn,1335,1,0.4896296496815447,0.5103703503184553
1,10,stroop:s10:r3,always_fuse,1335,1,0.3695716198327367,0.6304283801672633
1,10,stroop:s10:r3,always_nn,1335,1,0.1089250737789881,0.8910749262210119
