dataset,protocol,subject,direction,recording_id,window_id,method,seed,true_label,p0,p1
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00002,riemann_ts_logreg,1441,0,0.1531651269724263,0.8468348730275737
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00002,riemann_ts_logreg,1494,0,0.1531651269724263,0.8468348730275737
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00002,riemann_ts_logreg,1547,0,0.1531651269724263,0.8468348730275737
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_mdm,1335,0,2.3598629740600692e-11,0.9999999999764012
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_mdm,1388,0,2.3598629740600692e-11,0.9999999999764012
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_mdm,1441,0,2.3598629740600692e-11,0.9999999999764012
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_mdm,1494,0,2.3598629740600692e-11,0.9999999999764012
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_mdm,1547,0,2.3598629740600692e-11,0.9999999999764012
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_ts_logreg,1335,0,0.1293122591578245,0.8706877408421755
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_ts_logreg,1388,0,0.1293122591578245,0.8706877408421755
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_ts_logreg,1441,0,0.1293122591578245,0.8706877408421755
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_ts_logreg,1494,0,0.1293122591578245,0.8706877408421755
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00003,riemann_ts_logreg,1547,0,0.1293122591578245,0.8706877408421755
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_mdm,1335,0,6.240377603206543e-11,0.9999999999375964
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_mdm,1388,0,6.240377603206543e-11,0.9999999999375964
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_mdm,1441,0,6.240377603206543e-11,0.9999999999375964
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_mdm,1494,0,6.240377603206543e-11,0.9999999999375964
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_mdm,1547,0,6.240377603206543e-11,0.9999999999375964
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_ts_logreg,1335,0,0.1537121831997717,0.8462878168002282
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_ts_logreg,1388,0,0.1537121831997717,0.8462878168002282
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_ts_logreg,1441,0,0.1537121831997717,0.8462878168002282
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_ts_logreg,1494,0,0.1537121831997717,0.8462878168002282
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00004,riemann_ts_logreg,1547,0,0.1537121831997717,0.8462878168002282
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_mdm,1335,0,5.643779566080429e-08,0.9999999435622045
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_mdm,1388,0,5.643779566080429e-08,0.9999999435622045
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_mdm,1441,0,5.643779566080429e-08,0.9999999435622045
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_mdm,1494,0,5.643779566080429e-08,0.9999999435622045
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_mdm,1547,0,5.643779566080429e-08,0.9999999435622045
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_ts_logreg,1335,0,0.2056958492485995,0.7943041507514005
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_ts_logreg,1388,0,0.2056958492485995,0.7943041507514005
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_ts_logreg,1441,0,0.2056958492485995,0.7943041507514005
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_ts_logreg,1494,0,0.2056958492485995,0.7943041507514005
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00005,riemann_ts_logreg,1547,0,0.2056958492485995,0.7943041507514005
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_mdm,1335,0,2.994211356696276e-07,0.9999997005788644
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_mdm,1388,0,2.994211356696276e-07,0.9999997005788644
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_mdm,1441,0,2.994211356696276e-07,0.9999997005788644
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_mdm,1494,0,2.994211356696276e-07,0.9999997005788644
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_mdm,1547,0,2.994211356696276e-07,0.9999997005788644
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_ts_logreg,1335,0,0.2392060154148999,0.7607939845851001
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_ts_logreg,1388,0,0.2392060154148999,0.7607939845851001
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_ts_logreg,1441,0,0.2392060154148999,0.7607939845851001
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_ts_logreg,1494,0,0.2392060154148999,0.7607939845851001
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00006,riemann_ts_logreg,1547,0,0.2392060154148999,0.7607939845851001
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_mdm,1335,0,0.0007556956265779,0.999244304373422
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_mdm,1388,0,0.0007556956265779,0.999244304373422
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_mdm,1441,0,0.0007556956265779,0.999244304373422
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_mdm,1494,0,0.0007556956265779,0.999244304373422
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_mdm,1547,0,0.0007556956265779,0.999244304373422
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_ts_logreg,1335,0,0.3838193446470115,0.6161806553529885
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_ts_logreg,1388,0,0.3838193446470115,0.6161806553529885
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_ts_logreg,1441,0,0.3838193446470115,0.6161806553529885
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_ts_logreg,1494,0,0.3838193446470115,0.6161806553529885
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00007,riemann_ts_logreg,1547,0,0.3838193446470115,0.6161806553529885
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_mdm,1335,0,0.0067269539571551,0.9932730460428448
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_mdm,1388,0,0.0067269539571551,0.9932730460428448
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_mdm,1441,0,0.0067269539571551,0.9932730460428448
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_mdm,1494,0,0.0067269539571551,0.9932730460428448
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_mdm,1547,0,0.0067269539571551,0.9932730460428448
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_ts_logreg,1335,0,0.4306903395311117,0.5693096604688883
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_ts_logreg,1388,0,0.4306903395311117,0.5693096604688883
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_ts_logreg,1441,0,0.4306903395311117,0.5693096604688883
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_ts_logreg,1494,0,0.4306903395311117,0.5693096604688883
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00008,riemann_ts_logreg,1547,0,0.4306903395311117,0.5693096604688883
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_mdm,1335,0,0.4127974186594321,0.587202581340568
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_mdm,1388,0,0.4127974186594321,0.587202581340568
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_mdm,1441,0,0.4127974186594321,0.587202581340568
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_mdm,1494,0,0.4127974186594321,0.587202581340568
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_mdm,1547,0,0.4127974186594321,0.587202581340568
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_ts_logreg,1335,0,0.5443279309648046,0.4556720690351954
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_ts_logreg,1388,0,0.5443279309648046,0.4556720690351954
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_ts_logreg,1441,0,0.5443279309648046,0.4556720690351954
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_ts_logreg,1494,0,0.5443279309648046,0.4556720690351954
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00009,riemann_ts_logreg,1547,0,0.5443279309648046,0.4556720690351954
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_mdm,1335,0,0.7888151108056477,0.2111848891943522
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_mdm,1388,0,0.7888151108056477,0.2111848891943522
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_mdm,1441,0,0.7888151108056477,0.2111848891943522
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_mdm,1494,0,0.7888151108056477,0.2111848891943522
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_mdm,1547,0,0.7888151108056477,0.2111848891943522
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_ts_logreg,1335,0,0.4676308733375484,0.5323691266624516
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_ts_logreg,1388,0,0.4676308733375484,0.5323691266624516
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_ts_logreg,1441,0,0.4676308733375484,0.5323691266624516
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_ts_logreg,1494,0,0.4676308733375484,0.5323691266624516
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00010,riemann_ts_logreg,1547,0,0.4676308733375484,0.5323691266624516
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_mdm,1335,0,0.923407639515592,0.0765923604844079
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_mdm,1388,0,0.923407639515592,0.0765923604844079
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_mdm,1441,0,0.923407639515592,0.0765923604844079
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_mdm,1494,0,0.923407639515592,0.0765923604844079
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_mdm,1547,0,0.923407639515592,0.0765923604844079
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_ts_logreg,1335,0,0.3536278892359774,0.6463721107640226
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_ts_logreg,1388,0,0.3536278892359774,0.6463721107640226
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_ts_logreg,1441,0,0.3536278892359774,0.6463721107640226
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_ts_logreg,1494,0,0.3536278892359774,0.6463721107640226
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00011,riemann_ts_logreg,1547,0,0.3536278892359774,0.6463721107640226
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_mdm,1335,0,0.9483720350203374,0.0516279649796625
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_mdm,1388,0,0.9483720350203374,0.0516279649796625
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_mdm,1441,0,0.9483720350203374,0.0516279649796625
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_mdm,1494,0,0.9483720350203374,0.0516279649796625
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_mdm,1547,0,0.9483720350203374,0.0516279649796625
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_ts_logreg,1335,0,0.3071239493715783,0.6928760506284217
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_ts_logreg,1388,0,0.3071239493715783,0.6928760506284217
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_ts_logreg,1441,0,0.3071239493715783,0.6928760506284217
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_ts_logreg,1494,0,0.3071239493715783,0.6928760506284217
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00012,riemann_ts_logreg,1547,0,0.3071239493715783,0.6928760506284217
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_mdm,1335,0,0.919607456234252,0.0803925437657478
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_mdm,1388,0,0.919607456234252,0.0803925437657478
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_mdm,1441,0,0.919607456234252,0.0803925437657478
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_mdm,1494,0,0.919607456234252,0.0803925437657478
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_mdm,1547,0,0.919607456234252,0.0803925437657478
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_ts_logreg,1335,0,0.2791187416903516,0.7208812583096483
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_ts_logreg,1388,0,0.2791187416903516,0.7208812583096483
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_ts_logreg,1441,0,0.2791187416903516,0.7208812583096483
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_ts_logreg,1494,0,0.2791187416903516,0.7208812583096483
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00013,riemann_ts_logreg,1547,0,0.2791187416903516,0.7208812583096483
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_mdm,1335,0,0.8734687271455056,0.1265312728544944
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_mdm,1388,0,0.8734687271455056,0.1265312728544944
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_mdm,1441,0,0.8734687271455056,0.1265312728544944
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_mdm,1494,0,0.8734687271455056,0.1265312728544944
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_mdm,1547,0,0.8734687271455056,0.1265312728544944
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_ts_logreg,1335,0,0.2157887165976992,0.7842112834023007
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_ts_logreg,1388,0,0.2157887165976992,0.7842112834023007
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_ts_logreg,1441,0,0.2157887165976992,0.7842112834023007
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_ts_logreg,1494,0,0.2157887165976992,0.7842112834023007
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00014,riemann_ts_logreg,1547,0,0.2157887165976992,0.7842112834023007
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_mdm,1335,0,0.8700582285615877,0.1299417714384124
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_mdm,1388,0,0.8700582285615877,0.1299417714384124
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_mdm,1441,0,0.8700582285615877,0.1299417714384124
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_mdm,1494,0,0.8700582285615877,0.1299417714384124
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_mdm,1547,0,0.8700582285615877,0.1299417714384124
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_ts_logreg,1335,0,0.1589128577897776,0.8410871422102224
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_ts_logreg,1388,0,0.1589128577897776,0.8410871422102224
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_ts_logreg,1441,0,0.1589128577897776,0.8410871422102224
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_ts_logreg,1494,0,0.1589128577897776,0.8410871422102224
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00015,riemann_ts_logreg,1547,0,0.1589128577897776,0.8410871422102224
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_mdm,1335,0,0.918497789415016,0.0815022105849839
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_mdm,1388,0,0.918497789415016,0.0815022105849839
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_mdm,1441,0,0.918497789415016,0.0815022105849839
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_mdm,1494,0,0.918497789415016,0.0815022105849839
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_mdm,1547,0,0.918497789415016,0.0815022105849839
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_ts_logreg,1335,0,0.2709331079844319,0.7290668920155681
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_ts_logreg,1388,0,0.2709331079844319,0.7290668920155681
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_ts_logreg,1441,0,0.2709331079844319,0.7290668920155681
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_ts_logreg,1494,0,0.2709331079844319,0.7290668920155681
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00016,riemann_ts_logreg,1547,0,0.2709331079844319,0.7290668920155681
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_mdm,1335,0,0.9737084498604888,0.0262915501395114
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_mdm,1388,0,0.9737084498604888,0.0262915501395114
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_mdm,1441,0,0.9737084498604888,0.0262915501395114
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_mdm,1494,0,0.9737084498604888,0.0262915501395114
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_mdm,1547,0,0.9737084498604888,0.0262915501395114
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_ts_logreg,1335,0,0.4952294886653302,0.5047705113346698
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_ts_logreg,1388,0,0.4952294886653302,0.5047705113346698
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_ts_logreg,1441,0,0.4952294886653302,0.5047705113346698
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_ts_logreg,1494,0,0.4952294886653302,0.5047705113346698
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00017,riemann_ts_logreg,1547,0,0.4952294886653302,0.5047705113346698
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_mdm,1335,0,0.9620493851556486,0.0379506148443513
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_mdm,1388,0,0.9620493851556486,0.0379506148443513
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_mdm,1441,0,0.9620493851556486,0.0379506148443513
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_mdm,1494,0,0.9620493851556486,0.0379506148443513
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_mdm,1547,0,0.9620493851556486,0.0379506148443513
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_ts_logreg,1335,0,0.4590194241724125,0.5409805758275875
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_ts_logreg,1388,0,0.4590194241724125,0.5409805758275875
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_ts_logreg,1441,0,0.4590194241724125,0.5409805758275875
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_ts_logreg,1494,0,0.4590194241724125,0.5409805758275875
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00018,riemann_ts_logreg,1547,0,0.4590194241724125,0.5409805758275875
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_mdm,1335,0,0.9790260811890676,0.0209739188109325
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_mdm,1388,0,0.9790260811890676,0.0209739188109325
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_mdm,1441,0,0.9790260811890676,0.0209739188109325
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_mdm,1494,0,0.9790260811890676,0.0209739188109325
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_mdm,1547,0,0.9790260811890676,0.0209739188109325
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_ts_logreg,1335,0,0.5142685699417755,0.4857314300582245
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_ts_logreg,1388,0,0.5142685699417755,0.4857314300582245
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_ts_logreg,1441,0,0.5142685699417755,0.4857314300582245
openbci,loso,1,stroop,stroop:s01:r0,stroop:s01:r0:w00019,riemann_ts_logreg,1494,0,0.5142685699417755,0.4857314300582245
