dataset,protocol,subject,direction,recording_id,method,true_label,p0,p1,pred_label,correct,n_windows,ensemble_size
openbci,loso,5,stroop,stroop:s05:r2,eegnet,1.0,0.23920427250008758,0.7607957274999124,1.0,1.0,108.0,5.0
openbci,loso,5,stroop,stroop:s05:r3,eegnet,1.0,0.15832088416382156,0.8416791158361785,1.0,1.0,171.0,5.0
openbci,loso,6,stroop,stroop:s06:r0,eegnet,0.0,0.18233853603912864,0.8176614639608714,1.0,0.0,150.0,5.0
openbci,loso,6,stroop,stroop:s06:r1,eegnet,0.0,0.07414822203071368,0.9258517779692863,1.0,0.0,119.0,5.0
openbci,loso,6,stroop,stroop:s06:r2,eegnet,1.0,0.1592081619145443,0.8407918380854557,1.0,1.0,111.0,5.0
openbci,loso,6,stroop,stroop:s06:r3,eegnet,1.0,0.07045461994340786,0.929545380056592,1.0,1.0,161.0,5.0
openbci,loso,7,stroop,stroop:s07:r0,eegnet,0.0,0.8006614810352789,0.19933851896472107,0.0,1.0,169.0,5.0
openbci,loso,7,stroop,stroop:s07:r1,eegnet,0.0,0.4871707213639406,0.5128292786360594,1.0,0.0,97.0,5.0
openbci,loso,7,stroop,stroop:s07:r2,eegnet,1.0,0.42689293540680656,0.5731070645931935,1.0,1.0,96.0,5.0
openbci,loso,7,stroop,stroop:s07:r3,eegnet,1.0,0.4437728306164858,0.5562271693835142,1.0,1.0,179.0,5.0
openbci,loso,8,stroop,stroop:s08:r0,eegnet,0.0,0.584873445473349,0.41512655452665104,0.0,1.0,190.0,5.0
openbci,loso,8,stroop,stroop:s08:r1,eegnet,0.0,0.5916757553391696,0.40832424466083034,0.0,1.0,162.0,5.0
openbci,loso,8,stroop,stroop:s08:r2,eegnet,1.0,0.4758623398941129,0.5241376601058871,1.0,1.0,160.0,5.0
openbci,loso,8,stroop,stroop:s08:r3,eegnet,1.0,0.31289883332382384,0.687101166676176,1.0,1.0,234.0,5.0
openbci,loso,9,stroop,stroop:s09:r0,eegnet,0.0,0.9452707744111281,0.0547292255888719,0.0,1.0,410.0,5.0
openbci,loso,9,stroop,stroop:s09:r1,eegnet,0.0,0.5476247535143219,0.452375246485678,0.0,1.0,160.0,5.0
openbci,loso,9,stroop,stroop:s09:r2,eegnet,1.0,0.22236785043782914,0.7776321495621709,1.0,1.0,110.0,5.0
openbci,loso,9,stroop,stroop:s09:r3,eegnet,1.0,0.41387075636111603,0.586129243638884,1.0,1.0,193.0,5.0
openbci,loso,10,stroop,stroop:s10:r0,eegnet,0.0,0.6719770417423401,0.3280229582576599,0.0,1.0,185.0,5.0
openbci,loso,10,stroop,stroop:s10:r1,eegnet,0.0,0.30475072056929253,0.6952492794307074,1.0,0.0,118.0,5.0
openbci,loso,10,stroop,stroop:s10:r2,eegnet,1.0,0.2446589563414969,0.7553410436585031,1.0,1.0,83.0,5.0
openbci,loso,10,stroop,stroop:s10:r3,eegnet,1.0,0.26143126989730986,0.7385687301026902,1.0,1.0,207.0,5.0
openbci,loso,11,stroop,stroop:s11:r0,eegnet,0.0,0.6372882586728211,0.36271174132717887,0.0,1.0,244.0,5.0
openbci,loso,11,stroop,stroop:s11:r1,eegnet,0.0,0.1869839357675822,0.8130160642324178,1.0,0.0,113.0,5.0
openbci,loso,11,stroop,stroop:s11:r2,eegnet,1.0,0.23006905674957198,0.7699309432504281,1.0,1.0,130.0,5.0
openbci,loso,11,stroop,stroop:s11:r3,eegnet,1.0,0.17992802285723142,0.8200719771427687,1.0,1.0,185.0,5.0
openbci,loso,12,stroop,stroop:s12:r0,eegnet,0.0,0.8571146769226159,0.14288532307738414,0.0,1.0,185.0,5.0
openbci,loso,12,stroop,stroop:s12:r1,eegnet,0.0,0.21884293963442605,0.7811570603655739,1.0,0.0,123.0,5.0
openbci,loso,12,stroop,stroop:s12:r2,eegnet,1.0,0.2093304837204446,0.7906695162795554,1.0,1.0,126.0,5.0
openbci,loso,12,stroop,stroop:s12:r3,eegnet,1.0,0.2079789467243572,0.7920210532756429,1.0,1.0,189.0,5.0
openbci,loso,13,stroop,stroop:s13:r0,eegnet,0.0,0.9592943419715412,0.04070565802845888,0.0,1.0,180.0,5.0
openbci,loso,13,stroop,stroop:s13:r1,eegnet,0.0,0.7200194178088959,0.27998058219110417,0.0,1.0,91.0,5.0
openbci,loso,13,stroop,stroop:s13:r2,eegnet,1.0,0.5053202874094986,0.4946797125905013,0.0,0.0,122.0,5.0
openbci,loso,13,stroop,stroop:s13:r3,eegnet,1.0,0.7197851693874648,0.2802148306125351,0.0,0.0,180.0,5.0
openbci,loso,14,stroop,stroop:s14:r0,eegnet,0.0,0.8461404336253451,0.1538595663746549,0.0,1.0,155.0,5.0
openbci,loso,14,stroop,stroop:s14:r1,eegnet,0.0,0.002040393607466702,0.9979596063925332,1.0,0.0,84.0,5.0
openbci,loso,14,stroop,stroop:s14:r2,eegnet,1.0,0.0018028751912379153,0.998197124808762,1.0,1.0,95.0,5.0
openbci,loso,14,stroop,stroop:s14:r3,eegnet,1.0,0.0007306937014370877,0.9992693062985629,1.0,1.0,173.0,5.0
openbci,loso,15,stroop,stroop:s15:r0,eegnet,0.0,0.93060502597285,0.06939497402715006,0.0,1.0,165.0,5.0
openbci,loso,15,stroop,stroop:s15:r1,eegnet,0.0,0.4489022958727301,0.5510977041272698,1.0,0.0,109.0,5.0
openbci,loso,15,stroop,stroop:s15:r2,eegnet,1.0,0.41517268224541937,0.5848273177545806,1.0,1.0,134.0,5.0
openbci,loso,15,stroop,stroop:s15:r3,eegnet,1.0,0.06402324795851974,0.9359767520414802,1.0,1.0,173.0,5.0
