dataset,protocol,subject,direction,recording_id,method,seed,true_label,p0,p1,pred_label,correct,n_windows,method_display,diagnostic_only_not_statistical_replicate
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,extra_trees,1547,0,0.31770521621324194,0.68229478378675801,1,0,148,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,rf,1335,0,0.37274826682805368,0.62725173317194627,1,0,148,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,rf,1388,0,0.38372060132116453,0.61627939867883541,1,0,148,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,rf,1441,0,0.37282549699166334,0.62717450300833666,1,0,148,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,rf,1494,0,0.37339416851155188,0.62660583148844806,1,0,148,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r1,rf,1547,0,0.38243791286987894,0.61756208713012106,1,0,148,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_fuse,1335,1,0.52987620503136679,0.47012379496863321,0,0,139,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_fuse,1388,1,0.67675832210186793,0.32324167789813202,0,0,139,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_fuse,1441,1,0.56467688656401693,0.43532311343598301,0,0,139,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_fuse,1494,1,0.61591307974016607,0.38408692025983404,0,0,139,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_fuse,1547,1,0.51881424704231804,0.48118575295768196,0,0,139,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_nn,1335,1,0.5271668409357122,0.47283315906428786,0,0,139,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_nn,1388,1,0.98555796696958475,0.014442033030415318,0,0,139,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_nn,1441,1,0.92899352110219702,0.071006478897802996,0,0,139,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_nn,1494,1,0.91016738229169536,0.089832617708304613,0,0,139,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,always_nn,1547,1,0.81662363121014026,0.18337636878985974,0,0,139,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,extra_trees,1335,1,0.40731141187186853,0.59268858812813141,1,1,139,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,extra_trees,1388,1,0.41739544161415071,0.58260455838584935,1,1,139,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,extra_trees,1441,1,0.40827164695835527,0.59172835304164473,1,1,139,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,extra_trees,1494,1,0.41678336337371191,0.5832166366262882,1,1,139,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,extra_trees,1547,1,0.41254133256710845,0.58745866743289155,1,1,139,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,rf,1335,1,0.4580032262005273,0.54199677379947264,1,1,139,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,rf,1388,1,0.45610699280753797,0.54389300719246203,1,1,139,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,rf,1441,1,0.4536148625842647,0.54638513741573524,1,1,139,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,rf,1494,1,0.45590855600172475,0.54409144399827525,1,1,139,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r2,rf,1547,1,0.44873263079743236,0.55126736920256758,1,1,139,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_fuse,1335,1,0.45069305467912441,0.54930694532087565,1,1,209,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_fuse,1388,1,0.2775512148863517,0.7224487851136483,1,1,209,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_fuse,1441,1,0.35788843004584575,0.64211156995415419,1,1,209,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_fuse,1494,1,0.28209348707840493,0.71790651292159502,1,1,209,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_fuse,1547,1,0.41641185249661433,0.58358814750338572,1,1,209,Always fused,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_nn,1335,1,0.33082965757541127,0.66917034242458873,1,1,209,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_nn,1388,1,3.5800171238559881e-05,0.99996419982876139,1,1,209,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_nn,1441,1,0.0015224797354205224,0.99847752026457948,1,1,209,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_nn,1494,1,4.937281771028585e-05,0.99995062718228966,1,1,209,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,always_nn,1547,1,0.33581323338809799,0.66418676661190201,1,1,209,Always neural,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,extra_trees,1335,1,0.16717675292693121,0.83282324707306876,1,1,209,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,extra_trees,1388,1,0.16961256055328566,0.83038743944671434,1,1,209,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,extra_trees,1441,1,0.17313743830796841,0.82686256169203165,1,1,209,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,extra_trees,1494,1,0.1835033278789705,0.8164966721210295,1,1,209,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,extra_trees,1547,1,0.18137780687014951,0.81862219312985052,1,1,209,Extra Trees,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,rf,1335,1,0.27455454071459179,0.72544545928540827,1,1,209,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,rf,1388,1,0.28475732772776857,0.71524267227223137,1,1,209,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,rf,1441,1,0.2713940280622622,0.7286059719377378,1,1,209,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,rf,1494,1,0.26813617822729657,0.73186382177270348,1,1,209,Random forest,True
openbci,cross_task,1,arithmetic_to_stroop,stroop:s01:r3,rf,1547,1,0.28191091391385731,0.71808908608614264,1,1,209,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_fuse,1335,0,0.49444438324495199,0.50555561675504801,1,0,152,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_fuse,1388,0,0.38981206092337906,0.61018793907662094,1,0,152,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_fuse,1441,0,0.42588327452787045,0.57411672547212955,1,0,152,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_fuse,1494,0,0.43965589566755081,0.56034410433244919,1,0,152,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_fuse,1547,0,0.43598657711725314,0.56401342288274692,1,0,152,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_nn,1335,0,0.6287199358207054,0.37128006417929454,0,1,152,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_nn,1388,0,0.5232063662661699,0.47679363373383021,0,1,152,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_nn,1441,0,0.26947279123595652,0.73052720876404353,1,0,152,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_nn,1494,0,0.57049833450345755,0.42950166549654245,0,1,152,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,always_nn,1547,0,0.80172850230786352,0.19827149769213648,0,1,152,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,extra_trees,1335,0,0.54360255755588882,0.45639744244411112,0,1,152,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,extra_trees,1388,0,0.54881038555066075,0.45118961444933925,0,1,152,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,extra_trees,1441,0,0.54666433594087904,0.45333566405912101,0,1,152,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,extra_trees,1494,0,0.54877360660015617,0.45122639339984377,0,1,152,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,extra_trees,1547,0,0.54478216387845668,0.45521783612154326,0,1,152,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,rf,1335,0,0.59503360845988429,0.40496639154011571,0,1,152,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,rf,1388,0,0.59309897261752254,0.40690102738247752,0,1,152,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,rf,1441,0,0.59001298797419732,0.40998701202580262,0,1,152,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,rf,1494,0,0.59646380297930168,0.40353619702069832,0,1,152,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r1,rf,1547,0,0.59349439806465887,0.40650560193534119,0,1,152,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_fuse,1335,1,0.48304561106423993,0.51695438893576007,1,1,169,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_fuse,1388,1,0.3926993891770435,0.6073006108229565,1,1,169,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_fuse,1441,1,0.43904877537822695,0.56095122462177305,1,1,169,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_fuse,1494,1,0.45415339326596199,0.54584660673403795,1,1,169,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_fuse,1547,1,0.44512558736067082,0.55487441263932924,1,1,169,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_nn,1335,1,0.60715196768493507,0.39284803231506493,0,0,169,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_nn,1388,1,0.50388923784233053,0.49611076215766953,0,0,169,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_nn,1441,1,0.23438019819080311,0.76561980180919698,1,1,169,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_nn,1494,1,0.5501394267862536,0.4498605732137464,0,0,169,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,always_nn,1547,1,0.70611365752726829,0.29388634247273165,0,0,169,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,extra_trees,1335,1,0.47777434868474417,0.52222565131525578,1,1,169,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,extra_trees,1388,1,0.48161208648189746,0.51838791351810254,1,1,169,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,extra_trees,1441,1,0.48433841717274667,0.51566158282725327,1,1,169,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,extra_trees,1494,1,0.48927959223429823,0.51072040776570182,1,1,169,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,extra_trees,1547,1,0.48319144394178531,0.51680855605821474,1,1,169,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,rf,1335,1,0.50258807649981296,0.49741192350018704,0,0,169,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,rf,1388,1,0.50244321352699728,0.49755678647300278,0,0,169,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,rf,1441,1,0.49955903988672573,0.50044096011327421,1,1,169,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,rf,1494,1,0.50661571259112448,0.49338428740887541,0,0,169,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r2,rf,1547,1,0.50475401732099046,0.49524598267900954,0,0,169,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_fuse,1335,1,0.46733384790260535,0.53266615209739465,1,1,218,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_fuse,1388,1,0.42029626954548044,0.57970373045451951,1,1,218,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_fuse,1441,1,0.47978093289603074,0.52021906710396926,1,1,218,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_fuse,1494,1,0.48331660773879803,0.51668339226120197,1,1,218,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_fuse,1547,1,0.43328581863016941,0.56671418136983054,1,1,218,Always fused,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_nn,1335,1,0.47698260871005466,0.52301739128994529,1,1,218,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_nn,1388,1,0.36555967245775256,0.63444032754224744,1,1,218,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_nn,1441,1,0.16829473741337161,0.83170526258662847,1,1,218,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_nn,1494,1,0.46285521364421611,0.53714478635578389,1,1,218,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,always_nn,1547,1,0.53739862557798423,0.46260137442201577,0,0,218,Always neural,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,extra_trees,1335,1,0.34942369594617512,0.65057630405382494,1,1,218,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,extra_trees,1388,1,0.36085502682769127,0.63914497317230878,1,1,218,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,extra_trees,1441,1,0.35886681048549063,0.64113318951450926,1,1,218,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,extra_trees,1494,1,0.36318335075992042,0.63681664924007964,1,1,218,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,extra_trees,1547,1,0.36262680335774544,0.63737319664225456,1,1,218,Extra Trees,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,rf,1335,1,0.38169764640221254,0.6183023535977874,1,1,218,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,rf,1388,1,0.3760952387217536,0.62390476127824646,1,1,218,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,rf,1441,1,0.3768099877118673,0.62319001228813264,1,1,218,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,rf,1494,1,0.39200563343968542,0.60799436656031458,1,1,218,Random forest,True
openbci,cross_task,1,stroop_to_arithmetic,arithmetic:s01:r3,rf,1547,1,0.37714463756011107,0.62285536243988893,1,1,218,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_fuse,1335,0,0.49920253056066122,0.50079746943933889,1,0,95,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_fuse,1388,0,0.37416590850929193,0.62583409149070812,1,0,95,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_fuse,1441,0,0.45138823211295498,0.54861176788704502,1,0,95,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_fuse,1494,0,0.40036613446577124,0.5996338655342287,1,0,95,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_fuse,1547,0,0.64500284518546613,0.35499715481453381,0,1,95,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_nn,1335,0,0.13584103199905145,0.86415896800094849,1,0,95,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_nn,1388,0,0.085759397783880226,0.9142406022161198,1,0,95,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_nn,1441,0,0.35335202940012922,0.64664797059987078,1,0,95,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_nn,1494,0,0.0087914106877640188,0.99120858931223599,1,0,95,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,always_nn,1547,0,0.13212701336049587,0.86787298663950418,1,0,95,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,extra_trees,1335,0,0.54859579589077812,0.45140420410922188,0,1,95,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,extra_trees,1388,0,0.52392128124276982,0.47607871875723018,0,1,95,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,extra_trees,1441,0,0.52740920349455689,0.472590796505443,0,1,95,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,extra_trees,1494,0,0.53977652114434194,0.46022347885565801,0,1,95,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,extra_trees,1547,0,0.53711367271379318,0.46288632728620688,0,1,95,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,rf,1335,0,0.506642481836171,0.49335751816382906,0,1,95,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,rf,1388,0,0.50356700345253658,0.49643299654746337,0,1,95,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,rf,1441,0,0.54297670458717384,0.45702329541282616,0,1,95,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,rf,1494,0,0.51490795889826879,0.4850920411017311,0,1,95,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r1,rf,1547,0,0.51323558240325651,0.4867644175967436,0,1,95,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_fuse,1335,1,0.46630299257417102,0.53369700742582893,1,1,106,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_fuse,1388,1,0.36109281404898153,0.63890718595101847,1,1,106,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_fuse,1441,1,0.44496590711429801,0.55503409288570205,1,1,106,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_fuse,1494,1,0.39751341326903139,0.60248658673096855,1,1,106,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_fuse,1547,1,0.61706632104090797,0.38293367895909197,0,0,106,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_nn,1335,1,0.12333323075808325,0.87666676924191678,1,1,106,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_nn,1388,1,0.068793058469553081,0.93120694153044692,1,1,106,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_nn,1441,1,0.18145540538003743,0.81854459461996243,1,1,106,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_nn,1494,1,0.019465926873526624,0.98053407312647345,1,1,106,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,always_nn,1547,1,0.093056650863119733,0.90694334913688024,1,1,106,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,extra_trees,1335,1,0.51981406526955753,0.48018593473044241,0,0,106,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,extra_trees,1388,1,0.51052758123195774,0.48947241876804232,0,0,106,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,extra_trees,1441,1,0.52002688619849946,0.47997311380150048,0,0,106,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,extra_trees,1494,1,0.52162822291341715,0.47837177708658279,0,0,106,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,extra_trees,1547,1,0.51618711306360643,0.48381288693639352,0,0,106,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,rf,1335,1,0.53232818709972263,0.46767181290027737,0,0,106,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,rf,1388,1,0.52391912224665538,0.47608087775334468,0,0,106,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,rf,1441,1,0.55641916750649256,0.44358083249350744,0,0,106,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,rf,1494,1,0.52804337532691048,0.47195662467308946,0,0,106,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r2,rf,1547,1,0.53645257107569111,0.463547428924309,0,0,106,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_fuse,1335,1,0.45865267938853499,0.54134732061146495,1,1,208,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_fuse,1388,1,0.37166194267564551,0.62833805732435455,1,1,208,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_fuse,1441,1,0.44605355684847181,0.55394644315152819,1,1,208,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_fuse,1494,1,0.38644030521917866,0.6135596947808214,1,1,208,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_fuse,1547,1,0.57341484968497036,0.42658515031502958,0,0,208,Always fused,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_nn,1335,1,0.046496946425486026,0.95350305357451404,1,1,208,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_nn,1388,1,0.027087614626499668,0.97291238537350033,1,1,208,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_nn,1441,1,0.099257506412341032,0.90074249358765901,1,1,208,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_nn,1494,1,0.0044734860608908501,0.99552651393910907,1,1,208,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,always_nn,1547,1,0.06620203844147661,0.93379796155852335,1,1,208,Always neural,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,extra_trees,1335,1,0.44989485570647891,0.55010514429352109,1,1,208,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,extra_trees,1388,1,0.43930305789101709,0.56069694210898291,1,1,208,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,extra_trees,1441,1,0.45288227210226245,0.5471177278977376,1,1,208,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,extra_trees,1494,1,0.4510014892559448,0.54899851074405515,1,1,208,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,extra_trees,1547,1,0.4378520733130068,0.5621479266869932,1,1,208,Extra Trees,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,rf,1335,1,0.45561480665008558,0.54438519334991442,1,1,208,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,rf,1388,1,0.4517913700946441,0.5482086299053559,1,1,208,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,rf,1441,1,0.49340528945858819,0.50659471054141181,1,1,208,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,rf,1494,1,0.46210833878086144,0.53789166121913856,1,1,208,Random forest,True
openbci,cross_task,2,arithmetic_to_stroop,stroop:s02:r3,rf,1547,1,0.45981848923182961,0.54018151076817034,1,1,208,Random forest,True
openbci,cross_task,2,stroop_to_arithmetic,arithmetic:s02:r1,always_fuse,1335,0,0.7391375454894995,0.26086245451050044,0,1,132,Always fused,True
openbci,cross_task,2,stroop_to_arithmetic,arithmetic:s02:r1,always_fuse,1388,0,0.61954056256493695,0.38045943743506305,0,1,132,Always fused,True
openbci,cross_task,2,stroop_to_arithmetic,arithmetic:s02:r1,always_fuse,1441,0,0.60642620356167165,0.39357379643832835,0,1,132,Always fused,True
openbci,cross_task,2,stroop_to_arithmetic,arithmetic:s02:r1,always_fuse,1494,0,0.59376398182487899,0.40623601817512106,0,1,132,Always fused,True
