protocol,direction,outer_target_subject,seed_scope,inner_fold,recording_disjoint,participant_disjoint,outer_training_participants,outer_training_recordings,inner_training_participants,inner_training_recordings,inner_validation_participants,inner_validation_recordings,outer_test_participants,outer_test_recordings,inner_training_windows,inner_validation_windows,outer_test_windows,inner_training_subject_ids,inner_validation_subject_ids,inner_training_recording_ids,inner_validation_recording_ids,outer_test_recording_ids
cross_task,arithmetic_to_stroop,2,1335,1,True,False,1,4,1,2,1,2,1,3,402,586,409,2,2,arithmetic:s02:r1|arithmetic:s02:r3,arithmetic:s02:r0|arithmetic:s02:r2,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1335,2,True,False,1,4,1,2,1,2,1,3,586,402,409,2,2,arithmetic:s02:r0|arithmetic:s02:r2,arithmetic:s02:r1|arithmetic:s02:r3,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1388,1,True,False,1,4,1,2,1,2,1,3,268,720,409,2,2,arithmetic:s02:r1|arithmetic:s02:r2,arithmetic:s02:r0|arithmetic:s02:r3,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1388,2,True,False,1,4,1,2,1,2,1,3,720,268,409,2,2,arithmetic:s02:r0|arithmetic:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1441,1,True,False,1,4,1,2,1,2,1,3,268,720,409,2,2,arithmetic:s02:r1|arithmetic:s02:r2,arithmetic:s02:r0|arithmetic:s02:r3,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1441,2,True,False,1,4,1,2,1,2,1,3,720,268,409,2,2,arithmetic:s02:r0|arithmetic:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1494,1,True,False,1,4,1,2,1,2,1,3,268,720,409,2,2,arithmetic:s02:r1|arithmetic:s02:r2,arithmetic:s02:r0|arithmetic:s02:r3,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1494,2,True,False,1,4,1,2,1,2,1,3,720,268,409,2,2,arithmetic:s02:r0|arithmetic:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1547,1,True,False,1,4,1,2,1,2,1,3,402,586,409,2,2,arithmetic:s02:r1|arithmetic:s02:r3,arithmetic:s02:r0|arithmetic:s02:r2,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,arithmetic_to_stroop,2,1547,2,True,False,1,4,1,2,1,2,1,3,586,402,409,2,2,arithmetic:s02:r0|arithmetic:s02:r2,arithmetic:s02:r1|arithmetic:s02:r3,stroop:s02:r1|stroop:s02:r2|stroop:s02:r3
cross_task,stroop_to_arithmetic,2,1335,1,True,False,1,4,1,2,1,2,1,3,303,556,538,2,2,stroop:s02:r1|stroop:s02:r3,stroop:s02:r0|stroop:s02:r2,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1335,2,True,False,1,4,1,2,1,2,1,3,556,303,538,2,2,stroop:s02:r0|stroop:s02:r2,stroop:s02:r1|stroop:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1388,1,True,False,1,4,1,2,1,2,1,3,201,658,538,2,2,stroop:s02:r1|stroop:s02:r2,stroop:s02:r0|stroop:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1388,2,True,False,1,4,1,2,1,2,1,3,658,201,538,2,2,stroop:s02:r0|stroop:s02:r3,stroop:s02:r1|stroop:s02:r2,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1441,1,True,False,1,4,1,2,1,2,1,3,201,658,538,2,2,stroop:s02:r1|stroop:s02:r2,stroop:s02:r0|stroop:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1441,2,True,False,1,4,1,2,1,2,1,3,658,201,538,2,2,stroop:s02:r0|stroop:s02:r3,stroop:s02:r1|stroop:s02:r2,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1494,1,True,False,1,4,1,2,1,2,1,3,201,658,538,2,2,stroop:s02:r1|stroop:s02:r2,stroop:s02:r0|stroop:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1494,2,True,False,1,4,1,2,1,2,1,3,658,201,538,2,2,stroop:s02:r0|stroop:s02:r3,stroop:s02:r1|stroop:s02:r2,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1547,1,True,False,1,4,1,2,1,2,1,3,303,556,538,2,2,stroop:s02:r1|stroop:s02:r3,stroop:s02:r0|stroop:s02:r2,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,stroop_to_arithmetic,2,1547,2,True,False,1,4,1,2,1,2,1,3,556,303,538,2,2,stroop:s02:r0|stroop:s02:r2,stroop:s02:r1|stroop:s02:r3,arithmetic:s02:r1|arithmetic:s02:r2|arithmetic:s02:r3
cross_task,arithmetic_to_stroop,3,1335,1,True,False,1,4,1,2,1,2,1,3,251,318,389,3,3,arithmetic:s03:r1|arithmetic:s03:r3,arithmetic:s03:r0|arithmetic:s03:r2,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1335,2,True,False,1,4,1,2,1,2,1,3,318,251,389,3,3,arithmetic:s03:r0|arithmetic:s03:r2,arithmetic:s03:r1|arithmetic:s03:r3,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1388,1,True,False,1,4,1,2,1,2,1,3,228,341,389,3,3,arithmetic:s03:r1|arithmetic:s03:r2,arithmetic:s03:r0|arithmetic:s03:r3,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1388,2,True,False,1,4,1,2,1,2,1,3,341,228,389,3,3,arithmetic:s03:r0|arithmetic:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1441,1,True,False,1,4,1,2,1,2,1,3,228,341,389,3,3,arithmetic:s03:r1|arithmetic:s03:r2,arithmetic:s03:r0|arithmetic:s03:r3,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1441,2,True,False,1,4,1,2,1,2,1,3,341,228,389,3,3,arithmetic:s03:r0|arithmetic:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1494,1,True,False,1,4,1,2,1,2,1,3,228,341,389,3,3,arithmetic:s03:r1|arithmetic:s03:r2,arithmetic:s03:r0|arithmetic:s03:r3,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1494,2,True,False,1,4,1,2,1,2,1,3,341,228,389,3,3,arithmetic:s03:r0|arithmetic:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1547,1,True,False,1,4,1,2,1,2,1,3,251,318,389,3,3,arithmetic:s03:r1|arithmetic:s03:r3,arithmetic:s03:r0|arithmetic:s03:r2,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,arithmetic_to_stroop,3,1547,2,True,False,1,4,1,2,1,2,1,3,318,251,389,3,3,arithmetic:s03:r0|arithmetic:s03:r2,arithmetic:s03:r1|arithmetic:s03:r3,stroop:s03:r1|stroop:s03:r2|stroop:s03:r3
cross_task,stroop_to_arithmetic,3,1335,1,True,False,1,4,1,2,1,2,1,3,287,283,388,3,3,stroop:s03:r1|stroop:s03:r3,stroop:s03:r0|stroop:s03:r2,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1335,2,True,False,1,4,1,2,1,2,1,3,283,287,388,3,3,stroop:s03:r0|stroop:s03:r2,stroop:s03:r1|stroop:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1388,1,True,False,1,4,1,2,1,2,1,3,229,341,388,3,3,stroop:s03:r1|stroop:s03:r2,stroop:s03:r0|stroop:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1388,2,True,False,1,4,1,2,1,2,1,3,341,229,388,3,3,stroop:s03:r0|stroop:s03:r3,stroop:s03:r1|stroop:s03:r2,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1441,1,True,False,1,4,1,2,1,2,1,3,229,341,388,3,3,stroop:s03:r1|stroop:s03:r2,stroop:s03:r0|stroop:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1441,2,True,False,1,4,1,2,1,2,1,3,341,229,388,3,3,stroop:s03:r0|stroop:s03:r3,stroop:s03:r1|stroop:s03:r2,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1494,1,True,False,1,4,1,2,1,2,1,3,229,341,388,3,3,stroop:s03:r1|stroop:s03:r2,stroop:s03:r0|stroop:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1494,2,True,False,1,4,1,2,1,2,1,3,341,229,388,3,3,stroop:s03:r0|stroop:s03:r3,stroop:s03:r1|stroop:s03:r2,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1547,1,True,False,1,4,1,2,1,2,1,3,287,283,388,3,3,stroop:s03:r1|stroop:s03:r3,stroop:s03:r0|stroop:s03:r2,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,stroop_to_arithmetic,3,1547,2,True,False,1,4,1,2,1,2,1,3,283,287,388,3,3,stroop:s03:r0|stroop:s03:r2,stroop:s03:r1|stroop:s03:r3,arithmetic:s03:r1|arithmetic:s03:r2|arithmetic:s03:r3
cross_task,arithmetic_to_stroop,4,1335,1,True,False,1,4,1,2,1,2,1,3,340,326,343,4,4,arithmetic:s04:r1|arithmetic:s04:r3,arithmetic:s04:r0|arithmetic:s04:r2,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1335,2,True,False,1,4,1,2,1,2,1,3,326,340,343,4,4,arithmetic:s04:r0|arithmetic:s04:r2,arithmetic:s04:r1|arithmetic:s04:r3,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1388,1,True,False,1,4,1,2,1,2,1,3,329,337,343,4,4,arithmetic:s04:r1|arithmetic:s04:r2,arithmetic:s04:r0|arithmetic:s04:r3,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1388,2,True,False,1,4,1,2,1,2,1,3,337,329,343,4,4,arithmetic:s04:r0|arithmetic:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1441,1,True,False,1,4,1,2,1,2,1,3,329,337,343,4,4,arithmetic:s04:r1|arithmetic:s04:r2,arithmetic:s04:r0|arithmetic:s04:r3,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1441,2,True,False,1,4,1,2,1,2,1,3,337,329,343,4,4,arithmetic:s04:r0|arithmetic:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1494,1,True,False,1,4,1,2,1,2,1,3,329,337,343,4,4,arithmetic:s04:r1|arithmetic:s04:r2,arithmetic:s04:r0|arithmetic:s04:r3,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1494,2,True,False,1,4,1,2,1,2,1,3,337,329,343,4,4,arithmetic:s04:r0|arithmetic:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1547,1,True,False,1,4,1,2,1,2,1,3,340,326,343,4,4,arithmetic:s04:r1|arithmetic:s04:r3,arithmetic:s04:r0|arithmetic:s04:r2,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,arithmetic_to_stroop,4,1547,2,True,False,1,4,1,2,1,2,1,3,326,340,343,4,4,arithmetic:s04:r0|arithmetic:s04:r2,arithmetic:s04:r1|arithmetic:s04:r3,stroop:s04:r1|stroop:s04:r2|stroop:s04:r3
cross_task,stroop_to_arithmetic,4,1335,1,True,False,1,4,1,2,1,2,1,3,281,178,550,4,4,stroop:s04:r1|stroop:s04:r3,stroop:s04:r0|stroop:s04:r2,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1335,2,True,False,1,4,1,2,1,2,1,3,178,281,550,4,4,stroop:s04:r0|stroop:s04:r2,stroop:s04:r1|stroop:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1388,1,True,False,1,4,1,2,1,2,1,3,151,308,550,4,4,stroop:s04:r1|stroop:s04:r2,stroop:s04:r0|stroop:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1388,2,True,False,1,4,1,2,1,2,1,3,308,151,550,4,4,stroop:s04:r0|stroop:s04:r3,stroop:s04:r1|stroop:s04:r2,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1441,1,True,False,1,4,1,2,1,2,1,3,151,308,550,4,4,stroop:s04:r1|stroop:s04:r2,stroop:s04:r0|stroop:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1441,2,True,False,1,4,1,2,1,2,1,3,308,151,550,4,4,stroop:s04:r0|stroop:s04:r3,stroop:s04:r1|stroop:s04:r2,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1494,1,True,False,1,4,1,2,1,2,1,3,151,308,550,4,4,stroop:s04:r1|stroop:s04:r2,stroop:s04:r0|stroop:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1494,2,True,False,1,4,1,2,1,2,1,3,308,151,550,4,4,stroop:s04:r0|stroop:s04:r3,stroop:s04:r1|stroop:s04:r2,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1547,1,True,False,1,4,1,2,1,2,1,3,281,178,550,4,4,stroop:s04:r1|stroop:s04:r3,stroop:s04:r0|stroop:s04:r2,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,stroop_to_arithmetic,4,1547,2,True,False,1,4,1,2,1,2,1,3,178,281,550,4,4,stroop:s04:r0|stroop:s04:r2,stroop:s04:r1|stroop:s04:r3,arithmetic:s04:r1|arithmetic:s04:r2|arithmetic:s04:r3
cross_task,arithmetic_to_stroop,5,1335,1,True,False,1,4,1,2,1,2,1,3,385,442,416,5,5,arithmetic:s05:r1|arithmetic:s05:r3,arithmetic:s05:r0|arithmetic:s05:r2,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1335,2,True,False,1,4,1,2,1,2,1,3,442,385,416,5,5,arithmetic:s05:r0|arithmetic:s05:r2,arithmetic:s05:r1|arithmetic:s05:r3,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1388,1,True,False,1,4,1,2,1,2,1,3,351,476,416,5,5,arithmetic:s05:r1|arithmetic:s05:r2,arithmetic:s05:r0|arithmetic:s05:r3,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1388,2,True,False,1,4,1,2,1,2,1,3,476,351,416,5,5,arithmetic:s05:r0|arithmetic:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1441,1,True,False,1,4,1,2,1,2,1,3,351,476,416,5,5,arithmetic:s05:r1|arithmetic:s05:r2,arithmetic:s05:r0|arithmetic:s05:r3,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1441,2,True,False,1,4,1,2,1,2,1,3,476,351,416,5,5,arithmetic:s05:r0|arithmetic:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1494,1,True,False,1,4,1,2,1,2,1,3,351,476,416,5,5,arithmetic:s05:r1|arithmetic:s05:r2,arithmetic:s05:r0|arithmetic:s05:r3,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1494,2,True,False,1,4,1,2,1,2,1,3,476,351,416,5,5,arithmetic:s05:r0|arithmetic:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1547,1,True,False,1,4,1,2,1,2,1,3,385,442,416,5,5,arithmetic:s05:r1|arithmetic:s05:r3,arithmetic:s05:r0|arithmetic:s05:r2,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,arithmetic_to_stroop,5,1547,2,True,False,1,4,1,2,1,2,1,3,442,385,416,5,5,arithmetic:s05:r0|arithmetic:s05:r2,arithmetic:s05:r1|arithmetic:s05:r3,stroop:s05:r1|stroop:s05:r2|stroop:s05:r3
cross_task,stroop_to_arithmetic,5,1335,1,True,False,1,4,1,2,1,2,1,3,308,352,583,5,5,stroop:s05:r1|stroop:s05:r3,stroop:s05:r0|stroop:s05:r2,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1335,2,True,False,1,4,1,2,1,2,1,3,352,308,583,5,5,stroop:s05:r0|stroop:s05:r2,stroop:s05:r1|stroop:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1388,1,True,False,1,4,1,2,1,2,1,3,245,415,583,5,5,stroop:s05:r1|stroop:s05:r2,stroop:s05:r0|stroop:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1388,2,True,False,1,4,1,2,1,2,1,3,415,245,583,5,5,stroop:s05:r0|stroop:s05:r3,stroop:s05:r1|stroop:s05:r2,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1441,1,True,False,1,4,1,2,1,2,1,3,245,415,583,5,5,stroop:s05:r1|stroop:s05:r2,stroop:s05:r0|stroop:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1441,2,True,False,1,4,1,2,1,2,1,3,415,245,583,5,5,stroop:s05:r0|stroop:s05:r3,stroop:s05:r1|stroop:s05:r2,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1494,1,True,False,1,4,1,2,1,2,1,3,245,415,583,5,5,stroop:s05:r1|stroop:s05:r2,stroop:s05:r0|stroop:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1494,2,True,False,1,4,1,2,1,2,1,3,415,245,583,5,5,stroop:s05:r0|stroop:s05:r3,stroop:s05:r1|stroop:s05:r2,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1547,1,True,False,1,4,1,2,1,2,1,3,308,352,583,5,5,stroop:s05:r1|stroop:s05:r3,stroop:s05:r0|stroop:s05:r2,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,stroop_to_arithmetic,5,1547,2,True,False,1,4,1,2,1,2,1,3,352,308,583,5,5,stroop:s05:r0|stroop:s05:r2,stroop:s05:r1|stroop:s05:r3,arithmetic:s05:r1|arithmetic:s05:r2|arithmetic:s05:r3
cross_task,arithmetic_to_stroop,6,1335,1,True,False,1,4,1,2,1,2,1,3,310,280,391,6,6,arithmetic:s06:r1|arithmetic:s06:r3,arithmetic:s06:r0|arithmetic:s06:r2,stroop:s06:r1|stroop:s06:r2|stroop:s06:r3
cross_task,arithmetic_to_stroop,6,1335,2,True,False,1,4,1,2,1,2,1,3,280,310,391,6,6,arithmetic:s06:r0|arithmetic:s06:r2,arithmetic:s06:r1|arithmetic:s06:r3,stroop:s06:r1|stroop:s06:r2|stroop:s06:r3
cross_task,arithmetic_to_stroop,6,1388,1,True,False,1,4,1,2,1,2,1,3,249,341,391,6,6,arithmetic:s06:r1|arithmetic:s06:r2,arithmetic:s06:r0|arithmetic:s06:r3,stroop:s06:r1|stroop:s06:r2|stroop:s06:r3
