task,subject,raw_label,binary_label,recording_id,source_filename,file_sha256,duplicate_hash_group_size,is_exact_duplicate_signal,samples,duration_seconds,windows,input_columns,output_eeg_columns,packet_counter_removed,parser_schema,modulo_step_fraction,included_cross_task_source,included_cross_task_target,included_arithmetic_loso,included_stroop_loso,included_any_v3_analysis,audit_note
arithmetic,10,1,0,arithmetic:s10:r1,lowlevel-10.txt,4b4a375082aefa9b6885260e56089884b7fd12db3d3f9623aa657c8ab7a965ce,1,False,14069,56.276000000000003,96,23,8,True,openbci_packet_counter_removed_v2,0.99992891669036121,True,True,True,False,True,included_without_special_exclusion
arithmetic,10,2,1,arithmetic:s10:r2,midlevel-10.txt,3b71b80215a126be69afac61092c9b04929c636ea657c3b7340e7d7ad8690782,1,False,16113,64.451999999999998,112,23,8,True,openbci_packet_counter_removed_v2,1,True,True,True,False,True,included_without_special_exclusion
arithmetic,10,3,1,arithmetic:s10:r3,highlevel-10.txt,ebd4d370ae32f7c5c83a06041ef49d96dcfda19dcfc25226d6659e4c9e6d85a5,1,False,20201,80.804000000000002,145,23,8,True,openbci_packet_counter_removed_v2,1,True,True,True,False,True,included_without_special_exclusion
arithmetic,11,0,0,arithmetic:s11:r0,natural-11.txt,941ad558b59a5df0d5acad3dc02503e2f2f73cae9c4c9452862ac997af2c10eb,2,True,32510,130.03999999999999,244,23,8,True,openbci_packet_counter_removed_v2,0.99978467501307322,True,False,True,False,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
arithmetic,11,1,0,arithmetic:s11:r1,lowlevel-11.txt,1cde546d27b9ab9970d13af1fb6d93d8a4e2a334ff5c0ec48fbe70447c502e38,1,False,21489,85.956000000000003,155,23,8,True,openbci_packet_counter_removed_v2,0.99897617274757999,True,True,True,False,True,included_without_special_exclusion
arithmetic,11,2,1,arithmetic:s11:r2,midlevel-11.txt,42c0b77d5f81346e356d5069053a69b4faa4f774f9dcfdfed860885801b017f9,1,False,22258,89.031999999999996,162,23,8,True,openbci_packet_counter_removed_v2,0.98849800062901561,True,True,True,False,True,included_without_special_exclusion
arithmetic,11,3,1,arithmetic:s11:r3,highlevel-11.txt,87cc8ad8b9e965520a280dde0e4ba8230af12bc7842cddc976f81ff8866be4a2,1,False,28414,113.65600000000001,211,23,8,True,openbci_packet_counter_removed_v2,0.9929609685707248,True,True,True,False,True,included_without_special_exclusion
arithmetic,12,0,0,arithmetic:s12:r0,natural-12.txt,f63379c2b027ba4e0b998e28d3c0ca034f3972eede4f8fadb004477ee4d113be,2,True,25191,100.764,185,23,8,True,openbci_packet_counter_removed_v2,0.99654624851131401,True,False,True,False,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
arithmetic,12,1,0,arithmetic:s12:r1,lowlevel-12.txt,b09b27c6a0c8b8a7107681bfa510e5c189a07f4e105982464701400d78848d8b,1,False,16615,66.459999999999994,116,23,8,True,openbci_packet_counter_removed_v2,0.9882027205970868,True,True,True,False,True,included_without_special_exclusion
arithmetic,12,2,1,arithmetic:s12:r2,midlevel-12.txt,1313d13beb2a5adbd1318bb3585f48fff2214e972bb9906621c7a298c51de736,1,False,18918,75.671999999999997,135,23,8,True,openbci_packet_counter_removed_v2,0.99064333668129201,True,True,True,False,True,included_without_special_exclusion
arithmetic,12,3,1,arithmetic:s12:r3,highlevel-12.txt,399a3ef3f134a7a0455f59c71bfedcf03e48f9af082420ee3ff515c3769a8627,1,False,29460,117.84,219,23,8,True,openbci_packet_counter_removed_v2,0.97454088733494004,True,True,True,False,True,included_without_special_exclusion
arithmetic,13,0,0,arithmetic:s13:r0,natural-13.txt,b196ff6f8f6a80b1c2726efcc29e014913956ec8a6cd24d45167eaf2e64bf6f8,2,True,24514,98.055999999999997,180,23,8,True,openbci_packet_counter_removed_v2,0.99269775221311141,True,False,True,False,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
arithmetic,13,1,0,arithmetic:s13:r1,lowlevel-13.txt,c43d5d47dacf744b43691428692831659cae37e88f911d22f05c06beb33f87a4,1,False,19850,79.400000000000006,142,23,8,True,openbci_packet_counter_removed_v2,1,True,True,True,False,True,included_without_special_exclusion
arithmetic,13,2,1,arithmetic:s13:r2,midlevel-13.txt,1e6472317a21954ccdc5be9b5c76831ba48d62374dde82cc476cf55b2c9b4a25,1,False,20227,80.908000000000001,145,23,8,True,openbci_packet_counter_removed_v2,1,True,True,True,False,True,included_without_special_exclusion
arithmetic,13,3,1,arithmetic:s13:r3,highlevel-13.txt,d751558dc18e53c9094d2889ba01624e7f074897de2f322321ad2be3bacf45ad,1,False,27422,109.688,203,23,8,True,openbci_packet_counter_removed_v2,0.9998541263994748,True,True,True,False,True,included_without_special_exclusion
arithmetic,14,0,0,arithmetic:s14:r0,natural-14.txt,3ffb4a67c3cf99160109902d9120900784bb3b56b4deecbfd24a481bf48940cb,2,True,21411,85.644000000000005,155,23,8,True,openbci_packet_counter_removed_v2,0.99995329285380663,False,False,True,False,True,outside_cross_task_complete_case_cohort;excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
arithmetic,14,1,0,arithmetic:s14:r1,lowlevel-14.txt,9077db324f80f0ff227542f5378e943294d845d4f20b0b1eb43eb34d37bac75a,1,False,16306,65.224000000000004,114,23,8,True,openbci_packet_counter_removed_v2,0.9993866911990188,False,False,True,False,True,outside_cross_task_complete_case_cohort
arithmetic,14,2,1,arithmetic:s14:r2,midlevel-14.txt,e4c26f5c4f725a6458d2d3e273f7c1471c4bb13737ae236f42ff2b3fe1248ca9,1,False,21464,85.855999999999995,155,23,8,True,openbci_packet_counter_removed_v2,0.99725108325956302,False,False,True,False,True,outside_cross_task_complete_case_cohort
arithmetic,14,3,1,arithmetic:s14:r3,highlevel-14.txt,f46fb156a5f62316b99154fa933276536b34f2c506c4ee97512421ad56ff02cf,1,False,23321,93.284000000000006,170,23,8,True,openbci_packet_counter_removed_v2,0.98782161234991439,False,False,True,False,True,outside_cross_task_complete_case_cohort
arithmetic,15,0,0,arithmetic:s15:r0,natural-15.txt,b2358257e3f9450658332d33ee8cd7d629c2980c16af05fd642f9b90656e2c6a,2,True,22725,90.900000000000006,165,23,8,True,openbci_packet_counter_removed_v2,0.99995599366308763,False,False,True,False,True,outside_cross_task_complete_case_cohort;excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
arithmetic,15,1,0,arithmetic:s15:r1,lowlevel-15.txt,b439fe2c1753bf6ff4b7d6158b445d88eaaa3991a46c23602510d0ac2620dd67,1,False,25003,100.012,184,23,8,True,openbci_packet_counter_removed_v2,0.99976001919846402,False,False,True,False,True,outside_cross_task_complete_case_cohort
arithmetic,15,2,1,arithmetic:s15:r2,midlevel-15.txt,4f9c2c244f8d1f857eaf56b1e12a1fc9e0b3004503cbdcd1522146332040f2bd,1,False,18324,73.296000000000006,130,23,8,True,openbci_packet_counter_removed_v2,0.99989084756862956,False,False,True,False,True,outside_cross_task_complete_case_cohort
arithmetic,15,3,1,arithmetic:s15:r3,highlevel-15.txt,145edc43784e86821d401439c98dcd8c66a327a4fccd6fede4c510f2710bbdb8,1,False,33093,132.37200000000001,248,23,8,True,openbci_packet_counter_removed_v2,0.99990934364801165,False,False,True,False,True,outside_cross_task_complete_case_cohort
stroop,1,0,0,stroop:s01:r0,natural-1.txt,813be1744c01870112233ff18d292bc2aca52171b95573293e872acbc693cf09,2,True,21669,86.676000000000002,157,23,8,True,openbci_packet_counter_removed_v2,0.75216909728632086,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,1,1,0,stroop:s01:r1,lowlevel-1.txt,8f92d2bf843e74efbab403a1d21010a7441f309067a8ba9225edfcca7960287f,1,False,20575,82.299999999999997,148,23,8,True,openbci_packet_counter_removed_v2,0.99868766404199483,True,True,False,True,True,included_without_special_exclusion
stroop,1,2,1,stroop:s01:r2,midlevel-1.txt,c64f2250815cbf2a5485e3314dcbfa8780732dffc2b8a75ddf94a84903ed6912,1,False,19448,77.792000000000002,139,23,8,True,openbci_packet_counter_removed_v2,0.98863577929757795,True,True,False,True,True,included_without_special_exclusion
stroop,1,3,1,stroop:s01:r3,highlevel-1.txt,c00c4206c953e2f6c6c92a65022ff8094cd0611df2ff1eb96b81e5b8f17f4196,1,False,28168,112.672,209,23,8,True,openbci_packet_counter_removed_v2,0.99946746192352764,True,True,False,True,True,included_without_special_exclusion
stroop,2,0,0,stroop:s02:r0,natural-2.txt,39ad0e65474d4ea74b479f2f8f7f4cb0db6b2afaca3be1f440a1f6cd2dea722b,2,True,58338,233.352,450,23,8,True,openbci_packet_counter_removed_v2,0.99910862745770279,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,2,1,0,stroop:s02:r1,lowlevel-2.txt,835fbbb9cf3bb459148019b1546ea77bb40e1360f607ff2c183abc04515b91c1,1,False,13931,55.723999999999997,95,23,8,True,openbci_packet_counter_removed_v2,1,True,True,False,True,True,included_without_special_exclusion
stroop,2,2,1,stroop:s02:r2,midlevel-2.txt,6418a4865bfae6bb3bc6fe604e81886089e69c5524f5f35fb8560091814bbfac,1,False,15336,61.344000000000001,106,23,8,True,openbci_packet_counter_removed_v2,0.99869579393544183,True,True,False,True,True,included_without_special_exclusion
stroop,2,3,1,stroop:s02:r3,highlevel-2.txt,1fab1098d0fc7f3e048e465b4540b799ac1bd1ebebf8d93784c924cd3ce05406,1,False,28038,112.152,208,23,8,True,openbci_packet_counter_removed_v2,0.99978599707529336,True,True,False,True,True,included_without_special_exclusion
stroop,3,0,0,stroop:s03:r0,natural-3.txt,c1deb0a4cd980b27d34b0adc64d0d4ca8f7a7dce08635f5035d431d0fab48756,2,True,24660,98.640000000000001,181,23,8,True,openbci_packet_counter_removed_v2,0.95020073806723715,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,3,1,0,stroop:s03:r1,lowlevel-3.txt,0bcabf31bd0e836a329e4db24f3036dac60281e733287c0abdc2986050f99f68,1,False,17964,71.855999999999995,127,23,8,True,openbci_packet_counter_removed_v2,0.96526192729499516,True,True,False,True,True,included_without_special_exclusion
stroop,3,2,1,stroop:s03:r2,midlevel-3.txt,cc972b56ad5ea4d4f0c2aefba4872e0b6f50a83239987f6996b817d29cd89152,1,False,14781,59.124000000000002,102,23,8,True,openbci_packet_counter_removed_v2,0.85182679296346409,True,True,False,True,True,included_without_special_exclusion
stroop,3,3,1,stroop:s03:r3,highlevel-3.txt,0eabbdb136b7535409f06d4ce4e6646f0444c31c16480419977dab5479ded56b,1,False,22098,88.391999999999996,160,23,8,True,openbci_packet_counter_removed_v2,0.86111236819477754,True,True,False,True,True,included_without_special_exclusion
stroop,4,0,0,stroop:s04:r0,natural-4.txt,230b00ddf109b7c5484a61e4e2677e4b0e76cc004d1427e25a0d01a2a2db9d20,2,True,16615,66.459999999999994,116,23,8,True,openbci_packet_counter_removed_v2,0.82219814614180808,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,4,1,0,stroop:s04:r1,lowlevel-4.txt,05a3fed6ff617670d23e6de0930de71c8c04a298daa66910322678e0671a18cf,1,False,13126,52.503999999999998,89,23,8,True,openbci_packet_counter_removed_v2,0.97790476190476205,True,True,False,True,True,included_without_special_exclusion
stroop,4,2,1,stroop:s04:r2,midlevel-4.txt,45fbb59490d925e9ea629e255fbf8076b5e93ada956fe8e2c8fb845fd3fd2a29,1,False,9792,39.167999999999999,62,23,8,True,openbci_packet_counter_removed_v2,0.99887651925237464,True,True,False,True,True,included_without_special_exclusion
stroop,4,3,1,stroop:s04:r3,highlevel-4.txt,078951eaf8b69d99226603c2123cf956093ad7996a2539498ffcd8357aa87360,1,False,26093,104.372,192,23,8,True,openbci_packet_counter_removed_v2,0.99892687413766679,True,True,False,True,True,included_without_special_exclusion
stroop,5,0,0,stroop:s05:r0,natural-5.txt,ec5fff7ec899e656772cd752f44282a46aab1192a1f07b9c1d34e855cce124fc,2,True,32500,130,244,23,8,True,openbci_packet_counter_removed_v2,0.99990768946736819,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,5,1,0,stroop:s05:r1,lowlevel-5.txt,bfadbd697e7698fcf1cfac3ced36ea767b7219b2d1a1449b1a1dd49e5fe8c07b,1,False,19239,76.956000000000003,137,23,8,True,openbci_packet_counter_removed_v2,0.99994801954465118,True,True,False,True,True,included_without_special_exclusion
stroop,5,2,1,stroop:s05:r2,midlevel-5.txt,dee16a6f2a9c0c6280208300a30af9384a2d34a27fae0d67871db74bbe0c27b3,1,False,15617,62.468000000000004,108,23,8,True,openbci_packet_counter_removed_v2,1,True,True,False,True,True,included_without_special_exclusion
stroop,5,3,1,stroop:s05:r3,highlevel-5.txt,dd1a0eef4ed3faa19a0ea66011d36b60008e184f356b2fd4847629a7670e529d,1,False,23446,93.784000000000006,171,23,8,True,openbci_packet_counter_removed_v2,0.99995734698229899,True,True,False,True,True,included_without_special_exclusion
stroop,6,0,0,stroop:s06:r0,natural-6.txt,369cdc5654119aa9ba3c8f8c7f4476e41fccc292c14fd802411982109bf79b17,2,True,20761,83.043999999999997,150,23,8,True,openbci_packet_counter_removed_v2,0.99966281310211957,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,6,1,0,stroop:s06:r1,lowlevel-6.txt,43a84fe1c890ec7341bbe10b37c5a5118ae5fd0aea34ce9b6da23d28d882fbb9,1,False,16913,67.652000000000001,119,23,8,True,openbci_packet_counter_removed_v2,0.95340586565752117,True,True,False,True,True,included_without_special_exclusion
stroop,6,2,1,stroop:s06:r2,midlevel-6.txt,2b9cff5c5c46ee900a2e4a296e1284fa0c85acbc5ee4f41c62de6f3d980711ef,1,False,15930,63.719999999999999,111,23,8,True,openbci_packet_counter_removed_v2,0.91267499529160645,True,True,False,True,True,included_without_special_exclusion
stroop,6,3,1,stroop:s06:r3,highlevel-6.txt,8c1b2cde6aec079458024a212cde715362f5c605c2676a202a5f35e58544fa0d,1,False,22133,88.531999999999996,161,23,8,True,openbci_packet_counter_removed_v2,0.98771010301825402,True,True,False,True,True,included_without_special_exclusion
stroop,7,0,0,stroop:s07:r0,natural-7.txt,4aa8f6dbf6e062c39449002e4ab533920f6e76c3d94fd1e5c4b700baccb68575,2,True,23148,92.591999999999999,169,23,8,True,openbci_packet_counter_removed_v2,0.99818551000129596,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,7,1,0,stroop:s07:r1,lowlevel-7.txt,48f80cfce8edb5289ddbf63bd822c9b8a66d7a687b621c08940b83384fb0b216,1,False,14164,56.655999999999999,97,23,8,True,openbci_packet_counter_removed_v2,0.98107745534138235,True,True,False,True,True,included_without_special_exclusion
stroop,7,2,1,stroop:s07:r2,midlevel-7.txt,74831e08707d9954a5ce0eb1280579564c0602a4aca848301d24dd56f05d97dc,1,False,14112,56.448,96,23,8,True,openbci_packet_counter_removed_v2,0.95719651335837275,True,True,False,True,True,included_without_special_exclusion
stroop,7,3,1,stroop:s07:r3,highlevel-7.txt,71742d4da2b082cda62320074184a4f543e6adefb30a0a6c09b2b41adc6db077,1,False,24489,97.956000000000003,179,23,8,True,openbci_packet_counter_removed_v2,0.99869323750408356,True,True,False,True,True,included_without_special_exclusion
stroop,8,0,0,stroop:s08:r0,natural-8.txt,10a1a639d8c5cd09dc5c82012859c520450726f1cf0e8a314ee4d58e0be4fc86,2,True,25819,103.276,190,23,8,True,openbci_packet_counter_removed_v2,0.99976760399721121,True,False,False,True,True,excluded_from_cross_task_target_due_to_same_subject_cross_task_natural_duplicate
stroop,8,1,0,stroop:s08:r1,lowlevel-8.txt,63c61f75bb3d24bfabf537d34e66bb357181ba73325324cdb1b88db4a3e8c787,1,False,22327,89.308000000000007,162,23,8,True,openbci_packet_counter_removed_v2,0.99946251007793596,True,True,False,True,True,included_without_special_exclusion
stroop,8,2,1,stroop:s08:r2,midlevel-8.txt,4806acd9f8d31f8e2223530d1e669d6c68b8a63aa4fc1499619b30cfc7e87782,1,False,22103,88.412000000000006,160,23,8,True,openbci_packet_counter_removed_v2,0.99977377612885721,True,True,False,True,True,included_without_special_exclusion
