recording_id,method,true_label,p0,p1,subject,direction,seed
arithmetic:s02:r3,always_nn,1,0.6551930441158085,0.3448069558841916,2,arithmetic_to_stroop,1388
arithmetic:s02:r0,rf,0,0.4626880371115403,0.5373119628884596,2,arithmetic_to_stroop,1388
arithmetic:s02:r1,rf,0,0.1336216545111479,0.866378345488852,2,arithmetic_to_stroop,1388
arithmetic:s02:r2,rf,1,0.2686325452326485,0.7313674547673514,2,arithmetic_to_stroop,1388
arithmetic:s02:r3,rf,1,0.5237487044981661,0.4762512955018338,2,arithmetic_to_stroop,1388
arithmetic:s02:r0,extra_trees,0,0.5173766462647011,0.4826233537352988,2,arithmetic_to_stroop,1388
arithmetic:s02:r1,extra_trees,0,0.2860287582602026,0.7139712417397974,2,arithmetic_to_stroop,1388
arithmetic:s02:r2,extra_trees,1,0.3302895850246296,0.6697104149753703,2,arithmetic_to_stroop,1388
arithmetic:s02:r3,extra_trees,1,0.5764734638278959,0.423526536172104,2,arithmetic_to_stroop,1388
arithmetic:s02:r0,always_nn,0,0.5959321678518807,0.4040678321481192,2,arithmetic_to_stroop,1441
arithmetic:s02:r1,always_nn,0,0.0335354079943203,0.9664645920056796,2,arithmetic_to_stroop,1441
arithmetic:s02:r2,always_nn,1,0.0846319283799446,0.9153680716200552,2,arithmetic_to_stroop,1441
arithmetic:s02:r3,always_nn,1,0.6812673417903384,0.3187326582096615,2,arithmetic_to_stroop,1441
arithmetic:s02:r0,rf,0,0.494371014413562,0.505628985586438,2,arithmetic_to_stroop,1441
arithmetic:s02:r1,rf,0,0.1431853171844052,0.8568146828155947,2,arithmetic_to_stroop,1441
arithmetic:s02:r2,rf,1,0.2855968517301924,0.7144031482698076,2,arithmetic_to_stroop,1441
arithmetic:s02:r3,rf,1,0.5174950138227662,0.4825049861772337,2,arithmetic_to_stroop,1441
arithmetic:s02:r0,extra_trees,0,0.5310966984856722,0.4689033015143278,2,arithmetic_to_stroop,1441
arithmetic:s02:r1,extra_trees,0,0.2705647521222514,0.7294352478777487,2,arithmetic_to_stroop,1441
arithmetic:s02:r2,extra_trees,1,0.313961207043733,0.6860387929562669,2,arithmetic_to_stroop,1441
arithmetic:s02:r3,extra_trees,1,0.5736311538011195,0.4263688461988806,2,arithmetic_to_stroop,1441
arithmetic:s02:r0,always_nn,0,0.6437155499345402,0.3562844500654598,2,arithmetic_to_stroop,1494
arithmetic:s02:r1,always_nn,0,0.0063257103341099,0.99367428966589,2,arithmetic_to_stroop,1494
arithmetic:s02:r2,always_nn,1,0.0098857164798134,0.9901142835201866,2,arithmetic_to_stroop,1494
arithmetic:s02:r3,always_nn,1,0.5477702926749076,0.4522297073250923,2,arithmetic_to_stroop,1494
arithmetic:s02:r0,rf,0,0.4736049520253722,0.5263950479746279,2,arithmetic_to_stroop,1494
arithmetic:s02:r1,rf,0,0.1519268614262006,0.8480731385737993,2,arithmetic_to_stroop,1494
arithmetic:s02:r2,rf,1,0.2904370880795865,0.7095629119204135,2,arithmetic_to_stroop,1494
arithmetic:s02:r3,rf,1,0.5180236201841929,0.4819763798158071,2,arithmetic_to_stroop,1494
arithmetic:s02:r0,extra_trees,0,0.5334508255194381,0.4665491744805618,2,arithmetic_to_stroop,1494
arithmetic:s02:r1,extra_trees,0,0.2833235296114272,0.7166764703885727,2,arithmetic_to_stroop,1494
arithmetic:s02:r2,extra_trees,1,0.3187556093115569,0.6812443906884431,2,arithmetic_to_stroop,1494
arithmetic:s02:r3,extra_trees,1,0.5725293269967882,0.4274706730032118,2,arithmetic_to_stroop,1494
arithmetic:s02:r0,always_nn,0,0.9279262172040638,0.0720737827959362,2,arithmetic_to_stroop,1547
arithmetic:s02:r1,always_nn,0,0.0076063093638771,0.9923936906361228,2,arithmetic_to_stroop,1547
arithmetic:s02:r2,always_nn,1,0.9329384369083004,0.0670615630916996,2,arithmetic_to_stroop,1547
arithmetic:s02:r3,always_nn,1,0.0205732466582111,0.9794267533417887,2,arithmetic_to_stroop,1547
arithmetic:s02:r0,rf,0,0.7016168762511236,0.2983831237488765,2,arithmetic_to_stroop,1547
arithmetic:s02:r1,rf,0,0.1098036838769234,0.8901963161230766,2,arithmetic_to_stroop,1547
arithmetic:s02:r2,rf,1,0.7794277358850431,0.2205722641149569,2,arithmetic_to_stroop,1547
arithmetic:s02:r3,rf,1,0.1540553835631222,0.8459446164368779,2,arithmetic_to_stroop,1547
arithmetic:s02:r0,extra_trees,0,0.6977550232759987,0.3022449767240013,2,arithmetic_to_stroop,1547
arithmetic:s02:r1,extra_trees,0,0.1802916220227831,0.8197083779772169,2,arithmetic_to_stroop,1547
arithmetic:s02:r2,extra_trees,1,0.7007015515039877,0.2992984484960123,2,arithmetic_to_stroop,1547
arithmetic:s02:r3,extra_trees,1,0.1944658257095563,0.8055341742904437,2,arithmetic_to_stroop,1547
arithmetic:s03:r0,always_nn,0,0.4492388807042281,0.5507611192957719,3,arithmetic_to_stroop,1335
arithmetic:s03:r1,always_nn,0,0.0594685739744545,0.9405314260255456,3,arithmetic_to_stroop,1335
arithmetic:s03:r2,always_nn,1,0.2962659394118836,0.7037340605881163,3,arithmetic_to_stroop,1335
arithmetic:s03:r3,always_nn,1,0.0690645501365573,0.9309354498634428,3,arithmetic_to_stroop,1335
arithmetic:s03:r0,rf,0,0.4399728419264972,0.5600271580735028,3,arithmetic_to_stroop,1335
arithmetic:s03:r1,rf,0,0.3132929738800258,0.6867070261199741,3,arithmetic_to_stroop,1335
arithmetic:s03:r2,rf,1,0.32898750571309,0.6710124942869099,3,arithmetic_to_stroop,1335
arithmetic:s03:r3,rf,1,0.3345188149961048,0.6654811850038952,3,arithmetic_to_stroop,1335
arithmetic:s03:r0,extra_trees,0,0.3695643823865335,0.6304356176134666,3,arithmetic_to_stroop,1335
arithmetic:s03:r1,extra_trees,0,0.2833764319310727,0.7166235680689272,3,arithmetic_to_stroop,1335
arithmetic:s03:r2,extra_trees,1,0.3947455438952661,0.6052544561047338,3,arithmetic_to_stroop,1335
arithmetic:s03:r3,extra_trees,1,0.2854065088406987,0.7145934911593014,3,arithmetic_to_stroop,1335
arithmetic:s03:r0,always_nn,0,0.7824166525344879,0.217583347465512,3,arithmetic_to_stroop,1388
arithmetic:s03:r1,always_nn,0,0.0088502553863999,0.9911497446136,3,arithmetic_to_stroop,1388
arithmetic:s03:r2,always_nn,1,0.0309933895017138,0.9690066104982862,3,arithmetic_to_stroop,1388
arithmetic:s03:r3,always_nn,1,0.8290362758232406,0.1709637241767594,3,arithmetic_to_stroop,1388
arithmetic:s03:r0,rf,0,0.5881385690424433,0.4118614309575567,3,arithmetic_to_stroop,1388
arithmetic:s03:r1,rf,0,0.0770296491578114,0.9229703508421884,3,arithmetic_to_stroop,1388
arithmetic:s03:r2,rf,1,0.0591398033625114,0.9408601966374884,3,arithmetic_to_stroop,1388
arithmetic:s03:r3,rf,1,0.9472950451124328,0.0527049548875671,3,arithmetic_to_stroop,1388
arithmetic:s03:r0,extra_trees,0,0.5622660659703173,0.4377339340296827,3,arithmetic_to_stroop,1388
arithmetic:s03:r1,extra_trees,0,0.0613031886761879,0.938696811323812,3,arithmetic_to_stroop,1388
arithmetic:s03:r2,extra_trees,1,0.1285686331852679,0.8714313668147321,3,arithmetic_to_stroop,1388
arithmetic:s03:r3,extra_trees,1,0.8159584817603045,0.1840415182396954,3,arithmetic_to_stroop,1388
arithmetic:s03:r0,always_nn,0,0.6170072906732219,0.3829927093267781,3,arithmetic_to_stroop,1441
arithmetic:s03:r1,always_nn,0,0.0033356516243165,0.9966643483756836,3,arithmetic_to_stroop,1441
arithmetic:s03:r2,always_nn,1,0.0278225961937465,0.9721774038062536,3,arithmetic_to_stroop,1441
arithmetic:s03:r3,always_nn,1,0.7220348170643034,0.2779651829356966,3,arithmetic_to_stroop,1441
arithmetic:s03:r0,rf,0,0.5602177199247151,0.4397822800752848,3,arithmetic_to_stroop,1441
arithmetic:s03:r1,rf,0,0.0508482254089708,0.9491517745910292,3,arithmetic_to_stroop,1441
arithmetic:s03:r2,rf,1,0.0698521076442564,0.9301478923557436,3,arithmetic_to_stroop,1441
arithmetic:s03:r3,rf,1,0.955623328380698,0.044376671619302,3,arithmetic_to_stroop,1441
arithmetic:s03:r0,extra_trees,0,0.5464229840868533,0.4535770159131467,3,arithmetic_to_stroop,1441
arithmetic:s03:r1,extra_trees,0,0.0617394394981547,0.9382605605018453,3,arithmetic_to_stroop,1441
arithmetic:s03:r2,extra_trees,1,0.1238374377656797,0.8761625622343202,3,arithmetic_to_stroop,1441
arithmetic:s03:r3,extra_trees,1,0.8050482512690119,0.1949517487309881,3,arithmetic_to_stroop,1441
arithmetic:s03:r0,always_nn,0,0.6953981942597978,0.3046018057402022,3,arithmetic_to_stroop,1494
arithmetic:s03:r1,always_nn,0,0.0099025212063911,0.9900974787936088,3,arithmetic_to_stroop,1494
arithmetic:s03:r2,always_nn,1,0.0177526073820235,0.9822473926179764,3,arithmetic_to_stroop,1494
arithmetic:s03:r3,always_nn,1,0.8282878862055265,0.1717121137944734,3,arithmetic_to_stroop,1494
arithmetic:s03:r0,rf,0,0.5485551893365451,0.4514448106634547,3,arithmetic_to_stroop,1494
arithmetic:s03:r1,rf,0,0.0877218862900232,0.9122781137099768,3,arithmetic_to_stroop,1494
arithmetic:s03:r2,rf,1,0.0674370011251389,0.932562998874861,3,arithmetic_to_stroop,1494
arithmetic:s03:r3,rf,1,0.9585564717962668,0.041443528203733,3,arithmetic_to_stroop,1494
arithmetic:s03:r0,extra_trees,0,0.5786495287780465,0.4213504712219535,3,arithmetic_to_stroop,1494
arithmetic:s03:r1,extra_trees,0,0.0540577151088528,0.9459422848911472,3,arithmetic_to_stroop,1494
arithmetic:s03:r2,extra_trees,1,0.1044603542783018,0.8955396457216982,3,arithmetic_to_stroop,1494
arithmetic:s03:r3,extra_trees,1,0.8107899878445409,0.189210012155459,3,arithmetic_to_stroop,1494
arithmetic:s03:r0,always_nn,0,0.4888147192781457,0.5111852807218542,3,arithmetic_to_stroop,1547
arithmetic:s03:r1,always_nn,0,0.0404420697332019,0.959557930266798,3,arithmetic_to_stroop,1547
arithmetic:s03:r2,always_nn,1,0.2720382335184402,0.7279617664815599,3,arithmetic_to_stroop,1547
arithmetic:s03:r3,always_nn,1,0.0568412297264365,0.9431587702735634,3,arithmetic_to_stroop,1547
arithmetic:s03:r0,rf,0,0.4195670860849144,0.5804329139150857,3,arithmetic_to_stroop,1547
arithmetic:s03:r1,rf,0,0.3292781215992371,0.670721878400763,3,arithmetic_to_stroop,1547
arithmetic:s03:r2,rf,1,0.3408576984253881,0.659142301574612,3,arithmetic_to_stroop,1547
arithmetic:s03:r3,rf,1,0.3368705755284348,0.6631294244715652,3,arithmetic_to_stroop,1547
arithmetic:s03:r0,extra_trees,0,0.3445966110367481,0.6554033889632519,3,arithmetic_to_stroop,1547
arithmetic:s03:r1,extra_trees,0,0.2958897662491653,0.7041102337508346,3,arithmetic_to_stroop,1547
arithmetic:s03:r2,extra_trees,1,0.3974999095427008,0.6025000904572991,3,arithmetic_to_stroop,1547
arithmetic:s03:r3,extra_trees,1,0.2944457906569835,0.7055542093430165,3,arithmetic_to_stroop,1547
arithmetic:s04:r0,always_nn,0,0.3304364511992431,0.669563548800757,4,arithmetic_to_stroop,1335
arithmetic:s04:r1,always_nn,0,0.4217170474557911,0.5782829525442089,4,arithmetic_to_stroop,1335
arithmetic:s04:r2,always_nn,1,0.0025109170247275,0.9974890829752724,4,arithmetic_to_stroop,1335
arithmetic:s04:r3,always_nn,1,0.0026583771696948,0.9973416228303053,4,arithmetic_to_stroop,1335
arithmetic:s04:r0,rf,0,0.1286625606265322,0.8713374393734677,4,arithmetic_to_stroop,1335
arithmetic:s04:r1,rf,0,0.0714100382287011,0.9285899617712988,4,arithmetic_to_stroop,1335
arithmetic:s04:r2,rf,1,8.42642348866461e-05,0.9999157357651134,4,arithmetic_to_stroop,1335
arithmetic:s04:r3,rf,1,5.789722446461456e-08,0.9999999421027757,4,arithmetic_to_stroop,1335
arithmetic:s04:r0,extra_trees,0,0.1849775557259455,0.8150224442740545,4,arithmetic_to_stroop,1335
arithmetic:s04:r1,extra_trees,0,0.2498353833006543,0.7501646166993456,4,arithmetic_to_stroop,1335
arithmetic:s04:r2,extra_trees,1,0.0002281565347321,0.9997718434652678,4,arithmetic_to_stroop,1335
arithmetic:s04:r3,extra_trees,1,0.0002182769768265,0.9997817230231734,4,arithmetic_to_stroop,1335
arithmetic:s04:r0,always_nn,0,0.1495925503237729,0.8504074496762271,4,arithmetic_to_stroop,1388
arithmetic:s04:r1,always_nn,0,0.2449402993726358,0.7550597006273642,4,arithmetic_to_stroop,1388
arithmetic:s04:r2,always_nn,1,0.0006478004272804,0.9993521995727196,4,arithmetic_to_stroop,1388
arithmetic:s04:r3,always_nn,1,0.0018589481875455,0.9981410518124544,4,arithmetic_to_stroop,1388
arithmetic:s04:r0,rf,0,0.1945942103856915,0.8054057896143084,4,arithmetic_to_stroop,1388
arithmetic:s04:r1,rf,0,0.1092293353232119,0.890770664676788,4,arithmetic_to_stroop,1388
arithmetic:s04:r2,rf,1,9.905750603702653e-07,0.9999990094249396,4,arithmetic_to_stroop,1388
arithmetic:s04:r3,rf,1,1.180539350636658e-05,0.9999881946064936,4,arithmetic_to_stroop,1388
arithmetic:s04:r0,extra_trees,0,0.2093249621469621,0.7906750378530379,4,arithmetic_to_stroop,1388
arithmetic:s04:r1,extra_trees,0,0.201324116171245,0.798675883828755,4,arithmetic_to_stroop,1388
arithmetic:s04:r2,extra_trees,1,3.3209000595979095e-08,0.9999999667909992,4,arithmetic_to_stroop,1388
arithmetic:s04:r3,extra_trees,1,0.0001054105372987,0.9998945894627012,4,arithmetic_to_stroop,1388
arithmetic:s04:r0,always_nn,0,0.4571535424742886,0.5428464575257114,4,arithmetic_to_stroop,1441
arithmetic:s04:r1,always_nn,0,0.2011969234104141,0.7988030765895859,4,arithmetic_to_stroop,1441
arithmetic:s04:r2,always_nn,1,0.0005957223159492,0.9994042776840508,4,arithmetic_to_stroop,1441
arithmetic:s04:r3,always_nn,1,0.0024421043721408,0.9975578956278592,4,arithmetic_to_stroop,1441
arithmetic:s04:r0,rf,0,0.1826022708353904,0.8173977291646095,4,arithmetic_to_stroop,1441
arithmetic:s04:r1,rf,0,0.0791659940637354,0.9208340059362644,4,arithmetic_to_stroop,1441
arithmetic:s04:r2,rf,1,1.5121596403676329e-06,0.9999984878403596,4,arithmetic_to_stroop,1441
arithmetic:s04:r3,rf,1,1.6124529288185607e-06,0.9999983875470712,4,arithmetic_to_stroop,1441
arithmetic:s04:r0,extra_trees,0,0.1716286115281734,0.8283713884718266,4,arithmetic_to_stroop,1441
arithmetic:s04:r1,extra_trees,0,0.1892951089658147,0.8107048910341853,4,arithmetic_to_stroop,1441
arithmetic:s04:r2,extra_trees,1,2.497698142557047e-07,0.9999997502301856,4,arithmetic_to_stroop,1441
arithmetic:s04:r3,extra_trees,1,0.0002750749992391,0.9997249250007608,4,arithmetic_to_stroop,1441
arithmetic:s04:r0,always_nn,0,0.031376893611888,0.968623106388112,4,arithmetic_to_stroop,1494
arithmetic:s04:r1,always_nn,0,0.4419941493624654,0.5580058506375346,4,arithmetic_to_stroop,1494
arithmetic:s04:r2,always_nn,1,0.0017447802977454,0.9982552197022546,4,arithmetic_to_stroop,1494
arithmetic:s04:r3,always_nn,1,0.0029561529178206,0.9970438470821792,4,arithmetic_to_stroop,1494
arithmetic:s04:r0,rf,0,0.1672907720717395,0.8327092279282605,4,arithmetic_to_stroop,1494
arithmetic:s04:r1,rf,0,0.1035229046258473,0.8964770953741527,4,arithmetic_to_stroop,1494
arithmetic:s04:r2,rf,1,2.559702012690385e-06,0.9999974402979872,4,arithmetic_to_stroop,1494
arithmetic:s04:r3,rf,1,7.904245737227441e-07,0.9999992095754264,4,arithmetic_to_stroop,1494
arithmetic:s04:r0,extra_trees,0,0.1728797938799591,0.8271202061200408,4,arithmetic_to_stroop,1494
arithmetic:s04:r1,extra_trees,0,0.175342869659514,0.8246571303404859,4,arithmetic_to_stroop,1494
arithmetic:s04:r2,extra_trees,1,3.01868530165251e-08,0.999999969813147,4,arithmetic_to_stroop,1494
arithmetic:s04:r3,extra_trees,1,3.691446210035448e-06,0.99999630855379,4,arithmetic_to_stroop,1494
arithmetic:s04:r0,always_nn,0,0.3422224913337014,0.6577775086662987,4,arithmetic_to_stroop,1547
arithmetic:s04:r1,always_nn,0,0.3702266976785541,0.6297733023214459,4,arithmetic_to_stroop,1547
arithmetic:s04:r2,always_nn,1,0.0018323390421856,0.9981676609578144,4,arithmetic_to_stroop,1547
arithmetic:s04:r3,always_nn,1,0.0010926800493638,0.9989073199506362,4,arithmetic_to_stroop,1547
arithmetic:s04:r0,rf,0,0.1292032986063701,0.8707967013936299,4,arithmetic_to_stroop,1547
arithmetic:s04:r1,rf,0,0.0798626886050044,0.9201373113949955,4,arithmetic_to_stroop,1547
arithmetic:s04:r2,rf,1,4.669972055661863e-05,0.9999533002794434,4,arithmetic_to_stroop,1547
arithmetic:s04:r3,rf,1,4.460425989204973e-07,0.999999553957401,4,arithmetic_to_stroop,1547
arithmetic:s04:r0,extra_trees,0,0.1952761307516419,0.804723869248358,4,arithmetic_to_stroop,1547
arithmetic:s04:r1,extra_trees,0,0.2611922239373243,0.7388077760626758,4,arithmetic_to_stroop,1547
arithmetic:s04:r2,extra_trees,1,0.0002125759734183,0.9997874240265816,4,arithmetic_to_stroop,1547
arithmetic:s04:r3,extra_trees,1,0.0001856179135365,0.9998143820864634,4,arithmetic_to_stroop,1547
arithmetic:s05:r0,always_nn,0,0.0503401591034552,0.9496598408965448,5,arithmetic_to_stroop,1335
arithmetic:s05:r1,always_nn,0,0.0902164380277365,0.9097835619722634,5,arithmetic_to_stroop,1335
arithmetic:s05:r2,always_nn,1,0.2074151789107993,0.7925848210892006,5,arithmetic_to_stroop,1335
arithmetic:s05:r3,always_nn,1,0.0782154001644472,0.9217845998355528,5,arithmetic_to_stroop,1335
arithmetic:s05:r0,rf,0,0.2004487155701497,0.7995512844298502,5,arithmetic_to_stroop,1335
arithmetic:s05:r1,rf,0,4.725336518465147e-06,0.9999952746634816,5,arithmetic_to_stroop,1335
arithmetic:s05:r2,rf,1,0.3064059426592809,0.6935940573407191,5,arithmetic_to_stroop,1335
arithmetic:s05:r3,rf,1,7.696448485767057e-06,0.9999923035515142,5,arithmetic_to_stroop,1335
arithmetic:s05:r0,extra_trees,0,0.1902449510258525,0.8097550489741474,5,arithmetic_to_stroop,1335
arithmetic:s05:r1,extra_trees,0,0.0137335701906127,0.9862664298093872,5,arithmetic_to_stroop,1335
arithmetic:s05:r2,extra_trees,1,0.366088318329489,0.6339116816705109,5,arithmetic_to_stroop,1335
arithmetic:s05:r3,extra_trees,1,0.0202776941243536,0.9797223058756463,5,arithmetic_to_stroop,1335
arithmetic:s05:r0,always_nn,0,0.0643554905890091,0.9356445094109908,5,arithmetic_to_stroop,1388
arithmetic:s05:r1,always_nn,0,0.0434367316250656,0.9565632683749344,5,arithmetic_to_stroop,1388
arithmetic:s05:r2,always_nn,1,0.0679695290795276,0.9320304709204722,5,arithmetic_to_stroop,1388
arithmetic:s05:r3,always_nn,1,0.1794548577830382,0.8205451422169616,5,arithmetic_to_stroop,1388
arithmetic:s05:r0,rf,0,0.155288086567048,0.844711913432952,5,arithmetic_to_stroop,1388
arithmetic:s05:r1,rf,0,0.0016401925760138,0.998359807423986,5,arithmetic_to_stroop,1388
arithmetic:s05:r2,rf,1,0.0044347781833518,0.995565221816648,5,arithmetic_to_stroop,1388
arithmetic:s05:r3,rf,1,0.1742053105910286,0.8257946894089714,5,arithmetic_to_stroop,1388
